model,id,one_hop_a,one_hop_b,two_hop_cot,two_hop_no_cot,two_hop_no_cot_baseline1,two_hop_no_cot_baseline2,two_hop_with_facts_in_context,both_1hops_correct,two_hop_also_correct,two_hop_also_correct_corrected
claude-3-opus-20240229,8400,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8420,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-opus-20240229,8429,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8462,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
claude-3-opus-20240229,8464,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
claude-3-opus-20240229,8476,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-opus-20240229,8483,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-opus-20240229,8493,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-opus-20240229,8494,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8520,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-opus-20240229,8522,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8570,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0
claude-3-opus-20240229,8594,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8595,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-opus-20240229,8606,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8614,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8616,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-opus-20240229,8622,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8625,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8657,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-opus-20240229,8670,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-opus-20240229,8688,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6569,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6577,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6580,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6606,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6615,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6636,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6657,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6670,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
claude-3-sonnet-20240229,6679,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6712,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6733,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6746,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6748,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6752,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6760,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6774,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6801,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6812,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
claude-3-sonnet-20240229,6830,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
claude-3-sonnet-20240229,6840,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6882,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6896,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6903,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6929,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6930,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6933,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6954,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6958,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6959,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6960,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6961,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6963,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,6966,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7023,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7065,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7080,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7112,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7115,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7129,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7135,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7163,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7167,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7171,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7187,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7192,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7202,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7209,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7229,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7238,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7240,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7245,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7278,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7285,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7291,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7296,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7302,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7317,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7329,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7332,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-sonnet-20240229,7360,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7449,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7450,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-sonnet-20240229,7495,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7498,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7514,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7541,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7589,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7596,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7633,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7656,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7661,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7665,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7666,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7678,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7718,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-sonnet-20240229,7729,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-sonnet-20240229,7730,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7735,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7745,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7748,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-sonnet-20240229,7792,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7801,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7803,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7812,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7815,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7831,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7845,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7860,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
claude-3-sonnet-20240229,7869,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7871,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7873,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7875,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7908,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7925,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7932,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7949,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7950,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7954,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7955,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,7976,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7979,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,7982,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8040,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8060,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8085,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8097,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8099,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
claude-3-sonnet-20240229,8127,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8128,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8157,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8190,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8197,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8232,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,8248,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8254,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8272,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8279,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8286,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8290,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8307,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8320,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8332,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8333,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8344,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8381,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8388,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8400,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8420,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8429,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8462,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8464,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8476,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8483,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8493,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8494,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8520,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,8522,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8570,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0
claude-3-sonnet-20240229,8594,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8595,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8606,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8614,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
claude-3-sonnet-20240229,8616,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
claude-3-sonnet-20240229,8622,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
claude-3-sonnet-20240229,8625,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
claude-3-sonnet-20240229,8657,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
claude-3-sonnet-20240229,8670,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
claude-3-sonnet-20240229,8688,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
gpt-3.5-turbo-0125,6569,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6577,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,6580,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6606,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6615,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,6636,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6657,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6670,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,6679,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,6712,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6733,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6746,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6748,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6752,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,6760,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,6774,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,6801,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6812,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
gpt-3.5-turbo-0125,6830,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
gpt-3.5-turbo-0125,6840,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6882,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6896,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6903,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
gpt-3.5-turbo-0125,6929,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6930,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6933,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6954,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6958,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6959,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6960,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6961,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6963,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,6966,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7023,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7065,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7080,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7112,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7129,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7135,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7163,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7167,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7171,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
gpt-3.5-turbo-0125,7187,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7192,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7202,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7209,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7229,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7238,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7240,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
gpt-3.5-turbo-0125,7245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
gpt-3.5-turbo-0125,7278,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7285,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7291,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7296,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7302,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7317,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7329,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7332,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
gpt-3.5-turbo-0125,7360,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7449,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7450,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
gpt-3.5-turbo-0125,7495,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7498,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7514,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7541,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7589,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7596,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7633,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7656,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
gpt-3.5-turbo-0125,7661,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7665,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7666,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7667,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7678,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7718,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7729,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7730,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7735,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7745,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7748,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
gpt-3.5-turbo-0125,7792,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0
gpt-3.5-turbo-0125,7801,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7803,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,0
gpt-3.5-turbo-0125,7812,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0
gpt-3.5-turbo-0125,7815,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
gpt-3.5-turbo-0125,7831,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0
gpt-3.5-turbo-0125,7845,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0
gpt-3.5-turbo-0125,7860,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0
gpt-3.5-turbo-0125,7869,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
gpt-3.5-turbo-0125,7871,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0
gpt-3.5-turbo-0125,7873,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0
gpt-3.5-turbo-0125,7875,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0,0
gpt-3.5-turbo-0125,7908,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7925,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
gpt-3.5-turbo-0125,7932,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
gpt-3.5-turbo-0125,7949,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0
gpt-3.5-turbo-0125,7950,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
