,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
328,23110,Q201234,P272,Q126399,P159,Q39561,The Adventures of Robin Hood,Warner Bros.,Burbank,['Adventures of Robin Hood'],"['WB', 'Warner Bros. Studios', 'Warner Bros. Pictures', 'Warner Bros. Entertainment Inc.', 'Warner Bros. Entertainment, Inc.', 'Warner Bros. Film Productions Germany', 'Warner Brothers']","['Burbank, California', 'Burbank, CA']",film,production company,film production company,headquarters location,city,170.0,47117.0,24833.0,the company that produced {},the headquarters location of {},the headquarters location of the company that produced The Adventures of Robin Hood is,True,True,False,False,False
332,23111,Q201234,P272,Q126399,P740,Q65,The Adventures of Robin Hood,Warner Bros.,Los Angeles,['Adventures of Robin Hood'],"['WB', 'Warner Bros. Studios', 'Warner Bros. Pictures', 'Warner Bros. Entertainment Inc.', 'Warner Bros. Entertainment, Inc.', 'Warner Bros. Film Productions Germany', 'Warner Brothers']","['L.A', 'L.A.', 'City of Angels', 'Los Angeles, California', 'La La Land', 'LA', 'Los Ángeles', 'Pink City', 'City of Los Angeles', 'Tinsel Town', 'Los Angeles, CA', 'Double Dubuque', 'LA, California', 'The town of Our Lady the Queen of the Angels of the Little Portion']",film,production company,film production company,location of formation,city,2837.0,47117.0,24833.0,the company that produced {},the location of formation of {},the location of formation of the company that produced The Adventures of Robin Hood is,True,True,False,False,False
134,23210,Q157044,P495,Q30,P36,Q61,The Hours,United States of America,"Washington, D.C.",['Hours'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Washington', 'The District', 'D.C.', 'DC', 'District of Columbia', 'Washington D.C.', 'Washington, DC', 'US-DC', 'Washington DC', 'Washington, D.C., U.S.', 'Washington, District of Columbia', 'Washington, D. C.', 'D.C. Washington']",film,country of origin,country,capital,city,234.0,14137.0,5379.0,the country of origin of {},the capital of {},the capital of the country of origin of The Hours is,True,True,False,False,False
106,23217,Q183066,P495,Q30,P85,Q44696,The Hurt Locker,United States of America,The Star-Spangled Banner,['Hurt Locker'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",film,country of origin,country,anthem,musical work/composition,5878.0,23908.0,11158.0,the country of origin of {},the national anthem of {},the national anthem of the country of origin of The Hurt Locker is,True,True,False,False,False
54,24144,Q1046951,P159,Q36091,P112,Q2372191,Target Corporation,Minneapolis,John H. Stevens,"['Target', 'Target Store']","['Minneapolis, Minnesota', 'Minneapolis, MN']","['John Stevens', 'John Harrington Stevens']",public company,headquarters location,city,founded by,human,26855.0,2612.0,1467.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Target Corporation is,True,True,False,False,False
368,24494,Q329347,P169,Q451455,P27,Q227,Lukoil,Vagit Alekperov,Azerbaijan,"['LUKoil', 'Lukoil OAO', 'PJSC LUKOIL']","['Vagit Yu Alekperov', 'Vagit Yu. Alekperov', 'Vagit Yusufovich Alekperov']","['AZE', 'Azərbaycan', '🇦🇿', 'az', 'Azərbaycan Respublikası', 'Republic of Azerbaijan']",public company,chief executive officer,human,country of citizenship,country,2016.0,18942.0,4189.0,the chief executive officer of {},the country of citizenship of {},the country of citizenship of the chief executive officer of Lukoil is,True,True,False,False,False
59,24521,Q1141267,P740,Q172,P112,Q561352,Thomson Reuters,Toronto,John Graves Simcoe,"['The Thomson Corporation', 'Thomson Corporation', 'Thomson Reuters Corporation', 'Thomson Scientific & Healthcare', 'Thomson-Reuters']","['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,location of formation,city,founded by,human,11657.0,9676.0,47117.0,the location of formation of {},the founder of {},the founder of the location of formation of Thomson Reuters is,True,True,False,False,False
45,24569,Q1141267,P159,Q172,P112,Q561352,Thomson Reuters,Toronto,John Graves Simcoe,"['The Thomson Corporation', 'Thomson Corporation', 'Thomson Reuters Corporation', 'Thomson Scientific & Healthcare', 'Thomson-Reuters']","['Toronto, Canada', 'Hogtown', 'The Six', 'City of Toronto', 'Toronto, Ontario', 'T-O', 'The 416', 'Toronto, ON']",['Lt. Col. Simcoe'],public company,headquarters location,city,founded by,human,12151.0,380.0,799.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Thomson Reuters is,True,True,False,False,False
68,24609,Q668737,P159,Q43668,P112,Q918990,Yum! Brands,Louisville,George Rogers Clark,"['Yum!', 'Tricon Global Restaurants', 'Yum! Brands, Inc.', 'YUM! Restaurants (China) Investment Company Limited', 'Taco Bell/KFC Yum!']","['Louisville, Kentucky', 'Louisville, KY', 'Derby City']",['Brig. Gen. George Rogers Clark'],public company,headquarters location,city,founded by,human,179.0,291.0,41.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Yum! Brands is,True,True,False,False,False
60,25137,Q2843129,P159,Q36091,P112,Q2372191,Ameriprise Financial,Minneapolis,John H. Stevens,['Ameriprise Financial (United States)'],"['Minneapolis, Minnesota', 'Minneapolis, MN']","['John Stevens', 'John Harrington Stevens']",public company,headquarters location,city,founded by,human,82.0,0.0,5040.0,the headquarters location of {},the founder of {},the founder of the headquarters location of Ameriprise Financial is,True,True,False,False,False
661,25320,Q1493131,P127,Q89189545,P159,Q1726,Siemens Gamesa,Siemens Energy AG,Munich,"['Gamesa Corporacion Tecnologica', 'Gamesa Corporación Tecnológica', 'Grupo Auxiliar Metalúrgico', 'Siemens Gamesa Renewable Energy SA']",['Siemens Energy'],"['Minga', 'München', 'Munchen', 'Münich', 'Monachium', 'Muenchen']",public company,owned by,public company,headquarters location,city,13929.0,0.0,47117.0,the owner of {},the headquarters location of {},the headquarters location of the owner of Siemens Gamesa is,True,True,False,False,False
69,25494,Q1479375,P740,Q8646,P85,Q156136,MTR Corporation Limited,Hong Kong,March of the Volunteers,"['MTR', 'MTRC', 'MTR Corporation', 'MTRCL']","['China Hong Kong', 'HKSAR', 'Hong Kong SAR', 'Hong Kong SAR, China', 'Hong Kong Special Administrative Region', 'Hong Kong, China', 'xiang gang', 'HKG', 'HK', 'Hongkong', 'hk', '🇭🇰']","['Yìyǒngjūn Jìnxíngqǔ', 'National anthem of China']",public company,location of formation,city,anthem,musical work/composition,976.0,12.0,8.0,the location of formation of {},the national anthem of {},the national anthem of the location of formation of MTR Corporation Limited is,True,True,False,False,False
672,25535,Q1809448,P127,Q3884,P159,Q5083,Whole Foods Market,Amazon,Seattle,"['Whole Foods', 'Whole Foods Market, Inc.']","['Amazon.com, Inc.', 'Amazon.Inc']","['Seattle, Washington', 'Seattle, WA', 'Duwamps', 'New York Alki']",public company,owned by,public company,headquarters location,city,22411.0,47117.0,24833.0,the owner of {},the headquarters location of {},the headquarters location of the owner of Whole Foods Market is,True,True,False,False,False
658,25643,Q3277465,P127,Q1516562,P112,Q3181165,Sirius XM,Liberty Media,John C. Malone,"['SIRIUS XM', 'Sirius XM Holdings Inc.', 'Sirius XM radio', 'Sirius XM Radio', 'SIRIUS XM Radio', 'Sirius XM Radio Inc.', 'Sirius XM Satellite Radio', 'Sirius-XM', 'Sirius-XM Radio', 'Sirius/XM Satellite Radio', 'Siriusxm', 'SiriusXM', 'SiriusXM satellite radio', 'SiriusXM Satellite Radio', 'Sirius']","['Liberty Media (United States)', 'Liberty Media Corporation']","['John Malone', 'John Carl Malone']",public company,owned by,public company,founded by,human,34189.0,810.0,888.0,the owner of {},the founder of {},the founder of the owner of Sirius XM is,True,True,False,False,False
665,25646,Q3277465,P127,Q1516562,P169,Q23018095,Sirius XM,Liberty Media,Greg Maffei,"['SIRIUS XM', 'Sirius XM Holdings Inc.', 'Sirius XM radio', 'Sirius XM Radio', 'SIRIUS XM Radio', 'Sirius XM Radio Inc.', 'Sirius XM Satellite Radio', 'Sirius-XM', 'Sirius-XM Radio', 'Sirius/XM Satellite Radio', 'Siriusxm', 'SiriusXM', 'SiriusXM satellite radio', 'SiriusXM Satellite Radio', 'Sirius']","['Liberty Media (United States)', 'Liberty Media Corporation']","['Gregory B. Maffei', 'Gregory Maffei']",public company,owned by,public company,chief executive officer,human,1804.0,14137.0,8681.0,the owner of {},the chief executive officer of {},the chief executive officer of the owner of Sirius XM is,True,True,False,False,False
671,25853,Q1053784,P178,Q8093,P159,Q34600,Nintendo Wi-Fi Connection,Nintendo,Kyoto,"['WFC', 'Nintendo WFC', 'Wi-Fi Connection']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",online service,developer,public company,headquarters location,city,34189.0,6140.0,171.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Nintendo Wi-Fi Connection is,True,True,False,False,False
673,25967,Q97575751,P178,Q312,P112,Q19837,Apple Software Update,Apple,Steve Jobs,"['macOS Update', 'OS X Update']","['AAPL', 'Apple Computer Inc', 'Apple Computer Inc.', 'Apple Computer Incorporated', 'Apple Computer, Inc.', 'Apple Inc.', 'Apple Incorporated', 'Apple, Inc', 'Apple Inc. (Cupertino, CA)']","['Abdul Lateef Jandali', 'Steven Jobs', 'Steven Paul Jobs']",online service,developer,public company,founded by,human,12151.0,347.0,47117.0,the developer of {},the founder of {},the founder of the developer of Apple Software Update is,True,True,False,False,False
652,25972,Q97575751,P178,Q312,P169,Q265852,Apple Software Update,Apple,Tim Cook,"['macOS Update', 'OS X Update']","['AAPL', 'Apple Computer Inc', 'Apple Computer Inc.', 'Apple Computer Incorporated', 'Apple Computer, Inc.', 'Apple Inc.', 'Apple Incorporated', 'Apple, Inc', 'Apple Inc. (Cupertino, CA)']","['Timothy Cook', 'Tim Apple', 'Timothy D. Cook', 'Timothy Donald Cook']",online service,developer,public company,chief executive officer,human,11657.0,9676.0,47117.0,the developer of {},the chief executive officer of {},the chief executive officer of the developer of Apple Software Update is,True,True,False,False,False
684,25976,Q24063850,P127,Q2283,P127,Q5284,.NET My Services,Microsoft,Bill Gates,"['HailStorm', 'Microsoft HailStorm']","['MS', 'Micro-Soft', 'Microsoft Corp.', 'Microsoft Corporation', 'MSFT', 'MICROSOFT TECHNOLOGY LICENSING, LLC (Redmond, WA)']","['William H. Gates', 'William H. Gates III', 'William Henry ""Bill"" Gates III', 'William Henry Gates III', 'William Henry, III Gates', 'William Gates']",online service,owned by,public company,owned by,human,1416.0,16636.0,1649.0,the owner of {},the owner of {},the owner of the owner of .NET My Services is,True,True,False,False,False
873,26054,Q382108,P123,Q193559,P112,Q347418,Team Fortress 2,Valve Corporation,Gabe Newell,"['TF2', 'Team Fortress 2 - Looking for a Team']","['Valve', 'VALVe', 'Valve Corp.', 'Valve Software', 'Valve, L.L.C.', 'Valve, LLC']","['Gabe Logan Newell', 'Gaben', 'GabeN', 'Lord Gaben']",video game,publisher,video game developer,founded by,human,34189.0,6140.0,1439.0,the publisher of {},the founder of {},the founder of the publisher of Team Fortress 2 is,True,True,False,False,False
890,26666,Q24455756,P123,Q188273,P169,Q3573697,Watch Dogs 2,Ubisoft,Yves Guillemot,['Watch_Dogs 2'],"['Ubi Soft Entertainment', 'Ubisoft Entertainment']",['Yves Marie Rémy Guillemot'],video game,publisher,video game developer,chief executive officer,human,5819.0,47117.0,10718.0,the publisher of {},the chief executive officer of {},the chief executive officer of the publisher of Watch Dogs 2 is,True,True,False,False,False
869,26707,Q10493813,P123,Q684425,P169,Q2606967,Fallout 4,Bethesda Softworks,Todd Howard,['FO4'],"['Bethesda', 'Bethesda Softworks LLC', 'Bethesda Softworks, LLC', 'Bethesda Video Games']",['Todd Andrew Howard'],video game,publisher,video game developer,chief executive officer,human,330.0,0.0,25416.0,the publisher of {},the chief executive officer of {},the chief executive officer of the publisher of Fallout 4 is,True,True,False,False,False
387,26755,Q20190033,P162,Q2713547,P108,Q45700,Bloodstained: Ritual of the Night,Koji Igarashi,Konami,['Bloodstained Ritual of the Night'],['IGA'],"['Konami Holdings Corporation', 'Konica Enix']",video game,producer,human,employer,video game developer,797.0,901.0,340.0,the producer of {},the employer of {},the employer of the producer of Bloodstained: Ritual of the Night is,True,True,False,False,False
858,26848,Q108054772,P178,Q1318002,P112,Q4526310,Call of Duty: Vanguard,Sledgehammer Games,Glen Schofield,"['Call of Duty Vanguard', 'Call of Duty: WWII - Vanguard', 'Call of Duty: WWII – Vanguard', 'CoD Vanguard', 'CoD: Vanguard', 'CoD: WWII - Vanguard', 'CoD: WWII – Vanguard']","['Sledgehammer Games, Inc.']",['Glen A. Schofield'],video game,developer,video game developer,founded by,human,8.0,5040.0,1437.0,the developer of {},the founder of {},the founder of the developer of Call of Duty: Vanguard is,True,True,False,False,False
389,27043,Q30276412,P86,Q20640686,P27,Q408,Wolfenstein II: The New Colossus,Mick Gordon,Australia,"['Wolfenstein The New Colossus', 'Wolfenstein: The New Colossus']",['Michael John Gordon'],"['New Hollandia', 'Stralia', 'Nova Hollandia', 'Oz', 'AU', 'Down Under', 'New Holland', 'Stria', 'au', 'AUS', 'Commonwealth of Australia', 'Ꜷ', 'Aussieland', 'Straya']",video game,composer,human,country of citizenship,country,26301.0,1599.0,112.0,the composer of {},the country of citizenship of {},the country of citizenship of the composer of Wolfenstein II: The New Colossus is,True,True,False,False,False
646,27462,Q54936079,P123,Q8093,P740,Q17,Super Mario Party,Nintendo,Japan,"['Mario Party 11', 'Mario Party Switch']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']",video game,publisher,public company,location of formation,country,24141.0,3133.0,44.0,the publisher of {},the location of formation of {},the location of formation of the publisher of Super Mario Party is,True,True,False,False,False
859,27491,Q244030,P123,Q178824,P127,Q344341,Diablo III,Blizzard Entertainment,Activision Blizzard,['Diablo 3'],"['Blizzard', 'Blizzard Entertainment Inc.', 'Blizzard Entertainment, Inc.', 'Silicon & Synapse']","['Activision Blizzard, Inc.', 'Activision|Blizzard']",video game,publisher,video game developer,owned by,public company,5878.0,0.0,0.0,the publisher of {},the owner of {},the owner of the publisher of Diablo III is,True,True,False,False,False
103,27835,Q17378799,P495,Q17,P36,Q1490,Tekken 7,Japan,Tokyo,"['Iron Fist 7', 'Tekken7']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,country of origin,country,capital,city,689.0,11.0,215.0,the country of origin of {},the capital of {},the capital of the country of origin of Tekken 7 is,True,True,False,False,False
653,27954,Q150146,P123,Q8093,P740,Q17,Fire Emblem: Shadow Dragon and the Blade of Light,Nintendo,Japan,['Fire Emblem: Ankoku Ryū to Hikari no Tsurugi'],"['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']",video game,publisher,public company,location of formation,country,26855.0,3932.0,9967.0,the publisher of {},the location of formation of {},the location of formation of the publisher of Fire Emblem: Shadow Dragon and the Blade of Light is,True,True,False,False,False
874,28211,Q163628,P123,Q193559,P112,Q347418,Counter-Strike,Valve Corporation,Gabe Newell,"['CS', 'Counterstrike', 'Counter Strike', 'Counter-Strike 1.6', 'CS 1.6', 'CS1.6', 'Cstrike', 'Cstrike 1.6', 'Half-Life: Counter-Strike']","['Valve', 'VALVe', 'Valve Corp.', 'Valve Software', 'Valve, L.L.C.', 'Valve, LLC']","['Gabe Logan Newell', 'Gaben', 'GabeN', 'Lord Gaben']",video game,publisher,video game developer,founded by,human,137.0,5040.0,1437.0,the publisher of {},the founder of {},the founder of the publisher of Counter-Strike is,True,True,False,False,False
849,28632,Q65160471,P123,Q684425,P169,Q2606967,GhostWire: Tokyo,Bethesda Softworks,Todd Howard,"['Ghost Wire Tokyo', 'Ghost Wire: Tokyo', 'GhostWire Tokyo', 'GW: Tokyo']","['Bethesda', 'Bethesda Softworks LLC', 'Bethesda Softworks, LLC', 'Bethesda Video Games']",['Todd Andrew Howard'],video game,publisher,video game developer,chief executive officer,human,10466.0,1016.0,373.0,the publisher of {},the chief executive officer of {},the chief executive officer of the publisher of GhostWire: Tokyo is,True,True,False,False,False
645,28646,Q854487,P123,Q8093,P159,Q34600,Super Mario Galaxy 2,Nintendo,Kyoto,"['Mario Galaxy 2', 'SMG 2', 'SMG2']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,3193.0,47117.0,24833.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Super Mario Galaxy 2 is,True,True,False,False,False
670,28650,Q1141963,P123,Q8093,P740,Q17,Star Fox 64,Nintendo,Japan,"['Lylat Wars', 'Star Fox⁶⁴', 'Starfox 64']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Iapan', 'Iapon', 'Land of Rising Sun', '🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan']",video game,publisher,public company,location of formation,country,13929.0,47117.0,6344.0,the publisher of {},the location of formation of {},the location of formation of the publisher of Star Fox 64 is,True,True,False,False,False
853,28920,Q18951,P123,Q193559,P169,Q347418,Half-Life 2: Episode One,Valve Corporation,Gabe Newell,"['HL2 E1', 'HL2: E1', 'HL2: Episode One']","['Valve', 'VALVe', 'Valve Corp.', 'Valve Software', 'Valve, L.L.C.', 'Valve, LLC']","['Gabe Logan Newell', 'Gaben', 'GabeN', 'Lord Gaben']",video game,publisher,video game developer,chief executive officer,human,475.0,34.0,14137.0,the publisher of {},the chief executive officer of {},the chief executive officer of the publisher of Half-Life 2: Episode One is,True,True,False,False,False
847,28921,Q323981,P123,Q193559,P169,Q347418,Left 4 Dead,Valve Corporation,Gabe Newell,"['Left for Dead', 'L4D', 'L4D1', 'Left 4 Dead 1']","['Valve', 'VALVe', 'Valve Corp.', 'Valve Software', 'Valve, L.L.C.', 'Valve, LLC']","['Gabe Logan Newell', 'Gaben', 'GabeN', 'Lord Gaben']",video game,publisher,video game developer,chief executive officer,human,13929.0,1845.0,53.0,the publisher of {},the chief executive officer of {},the chief executive officer of the publisher of Left 4 Dead is,True,True,False,False,False
861,29131,Q18602166,P123,Q188273,P169,Q3573697,Assassin's Creed Syndicate,Ubisoft,Yves Guillemot,"[""Assassin's Creed: Syndicate""]","['Ubi Soft Entertainment', 'Ubisoft Entertainment']",['Yves Marie Rémy Guillemot'],video game,publisher,video game developer,chief executive officer,human,234.0,14137.0,8681.0,the publisher of {},the chief executive officer of {},the chief executive officer of the publisher of Assassin's Creed Syndicate is,True,True,False,False,False
881,29132,Q63675773,P123,Q188273,P169,Q3573697,Tom Clancy's Ghost Recon Breakpoint,Ubisoft,Yves Guillemot,['Ghost Recon Breakpoint'],"['Ubi Soft Entertainment', 'Ubisoft Entertainment']",['Yves Marie Rémy Guillemot'],video game,publisher,video game developer,chief executive officer,human,1804.0,14137.0,8681.0,the publisher of {},the chief executive officer of {},the chief executive officer of the publisher of Tom Clancy's Ghost Recon Breakpoint is,True,True,False,False,False
841,29193,Q64520925,P123,Q1194689,P127,Q806259,Tales of Arise,Bandai Namco Entertainment,Bandai Namco Holdings,['Teles of Arise'],"['Bandai Namco', 'BANDAI NAMCO Entertainment', 'BANDAI NAMCO Entertainment Inc.', 'Bandai Namco Games', 'BNEI', 'BNGI', 'Namco', 'Namco Bandai Games', 'Namco Entertainment', 'NBGI']","['Bandai Namco Group', 'Bandai Namco Holdings Inc.']",video game,publisher,video game developer,owned by,public company,5819.0,1207.0,3382.0,the publisher of {},the owner of {},the owner of the publisher of Tales of Arise is,True,True,False,False,False
361,29214,Q99397792,P162,Q6964576,P108,Q207784,Final Fantasy XVI,Naoki Yoshida,Square Enix,"['FF16', 'FFXVI', 'Final Fantasy 16']",['Yoshi-P'],"['SE', 'SQEX', 'Square Enix Holdings', 'SQUARE ENIX CO., LTD.', 'Square Enix Holdings Co., Ltd.', 'Square-Enix']",video game,producer,human,employer,video game developer,1799.0,14137.0,5379.0,the producer of {},the employer of {},the employer of the producer of Final Fantasy XVI is,True,True,False,False,False
138,29706,Q55287,P495,Q30,P36,Q61,Star Wars: Dark Forces,United States of America,"Washington, D.C.",['Dark Forces'],"['U.S.', 'U.S.A.', 'US of A', 'USA', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Washington', 'The District', 'D.C.', 'DC', 'District of Columbia', 'Washington D.C.', 'Washington, DC', 'US-DC', 'Washington DC', 'Washington, D.C., U.S.', 'Washington, District of Columbia', 'Washington, D. C.', 'D.C. Washington']",video game,country of origin,country,capital,city,26855.0,1906.0,740.0,the country of origin of {},the capital of {},the capital of the country of origin of Star Wars: Dark Forces is,True,True,False,False,False
845,29888,Q71701894,P123,Q217493,P127,Q860580,Crusader Kings III,Paradox Interactive,Tencent,"['CK3', 'CK 3', 'CK III', 'Crusader Kings 3']",['Paradox Interactive Inc.'],"['AdvanceDataServices Limited', 'Shenzhen Tencent Computer Systems Company Limited', 'Tencent Group', 'Tencent Holdings', 'Tencent Holdings Limited', 'Tencent Holdings Ltd.', 'Teng xun (firma)', 'Téngxùn Kònggǔ Yǒuxiàn Gōngsī', 'Tengxun', 'Téngxùn']",video game,publisher,video game developer,owned by,public company,847.0,348.0,3.0,the publisher of {},the owner of {},the owner of the publisher of Crusader Kings III is,True,True,False,False,False
139,29970,Q107217236,P495,Q145,P38,Q25224,Jurassic World Evolution 2,United Kingdom,pound sterling,['Jurassic World: Evolution 2'],"['UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland', 'Britain', 'G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.']","['British pound', 'quid', 'sterling', 'pound', 'pounds', 'penny', '£', 'GBP', 'pence', 'Great British pound']",video game,country of origin,country,currency,currency,5681.0,2341.0,162.0,the country of origin of {},the currency of {},the currency of the country of origin of Jurassic World Evolution 2 is,True,True,False,False,False
648,30039,Q1129295,P127,Q2283,P169,Q7426870,Mojang Studios,Microsoft,Satya Nadella,"['Mojang AB', 'Mojang Specifications', 'Mojang']","['MS', 'Micro-Soft', 'Microsoft Corp.', 'Microsoft Corporation', 'MSFT', 'MICROSOFT TECHNOLOGY LICENSING, LLC (Redmond, WA)']","['Bukkapuram Nadella Satyanarayana', 'Satya Narayana Nadella']",video game developer,owned by,public company,chief executive officer,human,11657.0,47117.0,10842.0,the owner of {},the chief executive officer of {},the chief executive officer of the owner of Mojang Studios is,True,True,False,False,False
691,30099,Q1060165,P127,Q860580,P169,Q1739008,Riot Games,Tencent,Ma Huateng,['Riot Games Ltd.'],"['AdvanceDataServices Limited', 'Shenzhen Tencent Computer Systems Company Limited', 'Tencent Group', 'Tencent Holdings', 'Tencent Holdings Limited', 'Tencent Holdings Ltd.', 'Teng xun (firma)', 'Téngxùn Kònggǔ Yǒuxiàn Gōngsī', 'Tengxun', 'Téngxùn']","['Pony Ma Huateng', 'Pony Ma', 'Mǎ Huàténg']",video game developer,owned by,public company,chief executive officer,human,12151.0,1201.0,6.0,the owner of {},the chief executive officer of {},the chief executive officer of the owner of Riot Games is,True,True,False,False,False
826,30137,Q1146905,P800,Q2265002,P86,Q1342975,Cyan Worlds,Riven,Robyn Miller,"['Cyan', 'Cyan Productions', 'Cyan Worlds, Inc.', 'Cyan, Inc.']",['Riven: The Sequel to Myst'],"['Robyn C. Miller', 'Robyn Charles Miller']",video game developer,notable work,video game,composer,human,1799.0,14137.0,8681.0,the most notable work of {},the composer of {},the composer of the most notable work of Cyan Worlds is,True,True,False,False,False
831,30138,Q1146905,P800,Q2265002,P495,Q30,Cyan Worlds,Riven,United States of America,"['Cyan', 'Cyan Productions', 'Cyan Worlds, Inc.', 'Cyan, Inc.']",['Riven: The Sequel to Myst'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",video game developer,notable work,video game,country of origin,country,230.0,14137.0,8681.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Cyan Worlds is,True,True,False,False,False
679,30235,Q1229035,P127,Q7414,P169,Q532423,Disney Interactive Studios,The Walt Disney Company,Bob Iger,"['Disney Interactive', 'Buena Vista Games', 'Disney Interactive Studios, Inc.', 'Walt Disney Computer Software']","['Walt Disney', 'Disney', 'Disney Brothers Cartoon Studio', 'Walt Disney Productions', 'The Walt Disney Studio', 'Walt Disney Company']","['Robert A. Iger', 'Robert Allen ""Bob"" Iger', 'Robert Allen Iger', 'Robert Iger']",video game developer,owned by,public company,chief executive officer,human,26855.0,3932.0,3108.0,the owner of {},the chief executive officer of {},the chief executive officer of the owner of Disney Interactive Studios is,True,True,False,False,False
