,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
19,16753,Q919649,P495,Q664,P38,Q1472704,The Hobbit: The Battle of the Five Armies,New Zealand,New Zealand dollar,"['Hobbit: The Battle of the Five Armies', 'The Hobbit 3']","['Aotearoa', 'Aotearoa New Zealand', 'Dominion of New Zealand', 'nz', 'NZ', '🇳🇿', 'NZL', 'New Zeeland', 'Nova Zelandia', 'Zeelandia Nova', 'Zelandia Nova']","['$', 'dollar', 'dollars', 'NZD', 'NZ$']",film,country of origin,country,currency,currency,156.0,15899.0,4781.0,the country of origin of {},the currency of {},the currency of the country of origin of The Hobbit: The Battle of the Five Armies is,True,True,True,False,False
89,16833,Q159063,P495,Q183,P38,Q4916,The Reader,Germany,Euro,['Reader'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']","['EUR', '💶', '€', 'euros']",film,country of origin,country,currency,currency,858.0,47117.0,6344.0,the country of origin of {},the currency of {},the currency of the country of origin of The Reader is,True,True,True,False,False
239,17151,Q160060,P162,Q1494198,P27,Q145,The King's Speech,Gareth Unwin,United Kingdom,"[""King's Speech""]",['Gareth Ellis-Unwin'],"['Britain', 'UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland', 'G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.']",film,producer,human,country of citizenship,country,149.0,0.0,44.0,the producer of {},the country of citizenship of {},the country of citizenship of the producer of The King's Speech is,True,True,True,False,False
61,17176,Q180098,P495,Q30,P38,Q4917,Ben-Hur,United States of America,United States dollar,['Ben Hur'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', '$', 'dollar', 'dollars', 'USD', 'buck', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars']",film,country of origin,country,currency,currency,95.0,15.0,23.0,the country of origin of {},the currency of {},the currency of the country of origin of Ben-Hur is,True,True,True,False,False
190,17696,Q466781,P86,Q719035,P27,Q30,All the President's Men,David Shire,United States of America,['Todos los hombres del presidente'],['David Lee Shire'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",film,composer,human,country of citizenship,country,797.0,49.0,114.0,the composer of {},the country of citizenship of {},the country of citizenship of the composer of All the President's Men is,True,True,True,False,False
260,18486,Q388319,P86,Q235077,P27,Q30,Star Trek: Nemesis,Jerry Goldsmith,United States of America,"['Nemesis', 'Star Trek 10', 'ST:N', 'Star Trek Nemesis', 'Star Trek X']",['Jerrald King Goldsmith'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",film,composer,human,country of citizenship,country,1847.0,2377.0,23908.0,the composer of {},the country of citizenship of {},the country of citizenship of the composer of Star Trek: Nemesis is,True,True,True,False,False
39,18638,Q189600,P495,Q30,P38,Q4917,The Matrix Reloaded,United States of America,United States dollar,"['Matrix Reloaded', 'The Matrix II', 'The Matrix 2']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['$', 'dollar', 'dollars', 'USD', 'buck', 'American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars']",film,country of origin,country,currency,currency,73.0,0.0,0.0,the country of origin of {},the currency of {},the currency of the country of origin of The Matrix Reloaded is,True,True,True,False,False
9,18798,Q1155695,P495,Q8646,P38,Q31015,The Grandmaster,Hong Kong,Hong Kong dollar,['Grandmaster'],"['HKG', 'HK', 'Hongkong', 'hk', '🇭🇰', 'China Hong Kong', 'HKSAR', 'Hong Kong SAR', 'Hong Kong SAR, China', 'Hong Kong Special Administrative Region', 'Hong Kong, China', 'xiang gang']","['$', 'dollar', 'dollars', 'HKD', 'HK$']",film,country of origin,city,currency,currency,66.0,329.0,27.0,the country of origin of {},the currency of {},the currency of the country of origin of The Grandmaster is,True,True,True,False,False
257,18860,Q18199331,P58,Q34660,P800,Q8337,Fantastic Beasts: The Crimes of Grindelwald,J. K. Rowling,Harry Potter,"['Fantastic Beasts 2', 'Fantastic Beasts and Where to Find Them II', 'Fantastic Beasts II', 'Fantastic Beasts Two']","['Joanne K. Rowling', 'Joanne Kathleen Rowling', 'Joanne Rowling', 'JK', 'JKR', 'Robert Galbraith', 'Joanne Murray']",['Harry Potter series'],film,screenwriter,human,notable work,novel series,26855.0,2612.0,4000.0,the screenwriter of {},the most notable work of {},the most notable work of the screenwriter of Fantastic Beasts: The Crimes of Grindelwald is,True,True,True,False,False
282,18867,Q862197,P57,Q187364,P26,Q23767052,The Polar Express,Robert Zemeckis,Leslie Zemeckis,['Polar Express'],"['Robert L. Zemeckis', 'Robert Lee Zemeckis']",['Leslie Harter'],film,director,human,spouse,human,7357.0,353.0,1.0,the director of {},the spouse of {},the spouse of the director of The Polar Express is,True,True,True,False,False
107,18982,Q51668,P495,Q30,P38,Q4917,The Passion of the Christ,United States of America,United States dollar,['Passion of the Christ'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars', '$', 'dollar', 'dollars', 'USD', 'buck']",film,country of origin,country,currency,currency,167.0,10572.0,5379.0,the country of origin of {},the currency of {},the currency of the country of origin of The Passion of the Christ is,True,True,True,False,False
60,19231,Q218235,P495,Q145,P38,Q25224,Charlie and the Chocolate Factory,United Kingdom,pound sterling,['תומר גבע'],"['Britain', 'UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland', 'G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.']","['pound', 'pounds', 'penny', '£', 'GBP', 'British pound', 'quid', 'sterling', 'pence', 'Great British pound']",film,country of origin,country,currency,currency,564.0,23908.0,25766.0,the country of origin of {},the currency of {},the currency of the country of origin of Charlie and the Chocolate Factory is,True,True,True,False,False
201,19509,Q628154,P57,Q310960,P27,Q30,Mission: Impossible – Ghost Protocol,Brad Bird,United States of America,"['Ghost Protocol', 'M:I 4', 'm:i IV', 'Mission: Impossible -- Ghost Protocol', 'Mission: Impossible IV']","['Bradley Bird', 'Phillip Bradley Bird']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",film,director,human,country of citizenship,country,10466.0,5377.0,18942.0,the director of {},the country of citizenship of {},the country of citizenship of the director of Mission: Impossible – Ghost Protocol is,True,True,True,False,False
219,19523,Q673198,P57,Q346595,P27,Q30,Star Trek: Insurrection,Jonathan Frakes,United States of America,"['Insurrection', 'ST:I', 'Star Trek 9', 'Star Trek IX']",['Jonathan Scott Frakes'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",film,director,human,country of citizenship,country,596.0,2744.0,181.0,the director of {},the country of citizenship of {},the country of citizenship of the director of Star Trek: Insurrection is,True,True,True,False,False
171,20237,Q463313,P272,Q13448549,P112,Q250545,Romeo + Juliet,Bazmark,Baz Luhrmann,"[""William Shakespeare's Romeo & Juliet"", ""William Shakespeare's Romeo + Juliet""]",['Bazmark Productions'],"['Bazmark Luhrmann', 'Mark Anthony Luhrmann']",film,production company,film production company,founded by,human,300.0,944.0,15899.0,the company that produced {},the founder of {},the founder of the company that produced Romeo + Juliet is,True,False,True,False,False
211,21010,Q471842,P57,Q16345,P27,Q30,Star Trek IV: The Voyage Home,Leonard Nimoy,United States of America,"['Star Trek 4', 'Star Trek IV', 'The Voyage Home']",['Leonard Simon Nimoy'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",film,director,human,country of citizenship,country,2265.0,47117.0,10718.0,the director of {},the country of citizenship of {},the country of citizenship of the director of Star Trek IV: The Voyage Home is,True,True,True,False,False
178,21345,Q471842,P272,Q159846,P159,Q65,Star Trek IV: The Voyage Home,Paramount Pictures,Los Angeles,"['Star Trek 4', 'Star Trek IV', 'The Voyage Home']","['Paramount', 'Paramount Filmed Entertainment', 'Paramount Pictures Corporation']","['L.A.', 'City of Angels', 'Los Angeles, California', 'La La Land', 'LA', 'Los Ángeles', 'Pink City', 'City of Los Angeles', 'Tinsel Town', 'Los Angeles, CA', 'Double Dubuque', 'LA, California', 'The town of Our Lady the Queen of the Angels of the Little Portion', 'L.A']",film,production company,film production company,headquarters location,city,300.0,161.0,107.0,the company that produced {},the headquarters location of {},the headquarters location of the company that produced Star Trek IV: The Voyage Home is,True,False,True,False,False
187,21934,Q54437950,P272,Q191224,P112,Q8704,Maleficent: Mistress of Evil,Walt Disney Pictures,Walt Disney,"['Maleficent 2', 'Maleficent II']",['WDP'],"['W. Disney', 'Walt E. Disney', 'Walter Disney', 'Walter E. Disney', 'Walter Elias Disney', 'W. E. Disney']",film,production company,film production company,founded by,human,1201.0,15899.0,4781.0,the company that produced {},the founder of {},the founder of the company that produced Maleficent: Mistress of Evil is,True,True,True,False,False
81,22249,Q1161196,P495,Q145,P38,Q25224,The Prince and the Showgirl,United Kingdom,pound sterling,['Prince and the Showgirl'],"['G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.', 'Britain', 'UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland']","['pound', 'pounds', 'penny', '£', 'GBP', 'British pound', 'quid', 'sterling', 'pence', 'Great British pound']",film,country of origin,country,currency,currency,774.0,14137.0,8681.0,the country of origin of {},the currency of {},the currency of the country of origin of The Prince and the Showgirl is,True,True,True,False,False
191,22375,Q241218,P86,Q235077,P27,Q30,Star Trek V: The Final Frontier,Jerry Goldsmith,United States of America,"['Final Frontier', 'Star Trek 5', 'The Final Frontier']",['Jerrald King Goldsmith'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",film,composer,human,country of citizenship,country,2266.0,63.0,14137.0,the composer of {},the country of citizenship of {},the country of citizenship of the composer of Star Trek V: The Final Frontier is,True,True,True,False,False
54,22562,Q1153505,P495,Q145,P38,Q25224,The Damned United,United Kingdom,pound sterling,['Damned United'],"['Britain', 'UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland', 'G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.']","['pound', 'pounds', 'penny', '£', 'GBP', 'British pound', 'pence', 'Great British pound', 'quid', 'sterling']",film,country of origin,country,currency,currency,73.0,16.0,0.0,the country of origin of {},the currency of {},the currency of the country of origin of The Damned United is,True,True,True,False,False
50,22699,Q464032,P495,Q38,P36,Q220,Cinema Paradiso,Italy,Rome,['Nuovo cinema Paradiso'],"['ITA', 'Italia', 'IT', '🇮🇹', 'Italian Republic', 'Repubblica Italiana', 'Republic of Italy']","['Roma', 'The Eternal City', 'Rome, Italy', 'City of Seven Hills']",film,country of origin,country,capital,city,173.0,10572.0,5379.0,the country of origin of {},the capital of {},the capital of the country of origin of Cinema Paradiso is,True,True,True,False,False
446,23487,Q535550,P272,Q8093,P159,Q34600,Super Mario Bros.,Nintendo,Kyoto,"['Super Mario', 'Super Mario Bros. Movie', 'Super Mario Bros. The Movie', 'Super Mario Bros.: The Movie', 'Super Mario: Goddess of the Demon World Empire']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",film,production company,public company,headquarters location,city,15592.0,3024.0,610.0,the company that produced {},the headquarters location of {},the headquarters location of the company that produced Super Mario Bros. is,True,True,True,False,False
228,23617,Q95,P169,Q3503829,P108,Q20800404,Google,Sundar Pichai,Alphabet Inc.,"['Google LLC (Mountain View, CA)', 'Big G', 'Google Inc.', 'Google LLC', 'Google, Inc.']","['Pichai', 'Pichai Sundarajan', 'Pichai Sundararajan']","['Alphabet', 'abc.xyz', 'Alphabet company', 'Alphabet Inc', 'Alphabet Incorporated', 'Alphabet, Inc', 'Alphabet, Inc.', 'GOOG', 'GOOGL', 'Google holding']",public company,chief executive officer,human,employer,public company,82.0,0.0,5040.0,the chief executive officer of {},the employer of {},the employer of the chief executive officer of Google is,True,True,True,False,False
11,24231,Q459477,P740,Q33405,P38,Q4917,FedEx,Little Rock,United States dollar,"['Federal Express', 'FedEx Corporation', 'FEDEX CORPORATE SERVICES, INC.     (Collierville, TN)']","['Little Rock, AR', 'Little Rock, Ark.', 'Little Rock, Arkansas', 'the Little Rock']","['$', 'dollar', 'dollars', 'USD', 'buck', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars', 'American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$']",public company,location of formation,city,currency,currency,3718.0,351.0,47117.0,the location of formation of {},the currency of {},the currency of the location of formation of FedEx is,True,True,True,False,False
475,24453,Q174769,P127,Q871700,P740,Q1297,United Airlines,United Airlines Holdings,Chicago,"['United', 'UA', 'Varney Air Lines', 'UAL', 'Continental', 'Boeing Air Transport', 'United Air Lines, Inc.', 'United Airlines, Inc.']","['UCH', 'UAL Corporation', 'United Continental', 'United Continental Holdings']","['Chi-Raq', 'Chi-Town', 'Chicago, IL', 'Chicago, Illinois', 'Chitown', 'City by the Lake', 'City of Broad Shoulders', 'City of Chicago', 'The Queen of the West', 'The Second City', 'The Windy City']",public company,owned by,public company,location of formation,city,26855.0,66.0,3.0,the owner of {},the location of formation of {},the location of formation of the owner of United Airlines is,True,True,True,False,False
223,24556,Q1260606,P112,Q285493,P26,Q111585467,Estée Lauder Companies,Estée Lauder,Joseph Lauder,"['Estee Lauder', 'Estee Lauder Companies']","['Estee Lauder', 'Josephine Esther Mentzer']","['Joseph H. Lauder', 'Joseph Lauter']",public company,founded by,human,spouse,human,3193.0,47117.0,10842.0,the founder of {},the spouse of {},the spouse of the founder of Estée Lauder Companies is,True,False,True,False,False
195,25401,Q60238941,P169,Q3215817,P27,Q16,Fox Corporation,Lachlan Murdoch,Canada,"['Fox', 'FOX']",['Lachlan Keith Murdoch'],"['CA', 'CAN', 'Dominion of Canada', 'Canada (country)', 'Commonwealth of Canada', 'ISO 3166-1:CA', 'ᑲᓇᑕ']",public company,chief executive officer,human,country of citizenship,country,561.0,0.0,5040.0,the chief executive officer of {},the country of citizenship of {},the country of citizenship of the chief executive officer of Fox Corporation is,True,False,True,False,False
231,25439,Q908931,P169,Q298547,P26,Q7041178,Reliance Industries Limited,Mukesh Ambani,Nita Ambani,"['Reliance', 'RIL', 'Reliance Industries']","['Mukesh D. Ambani', 'Mukesh Dhirubhai Ambani']","['Chairperson of Reliance Foundation', 'Nita Mukesh Ambani']",public company,chief executive officer,human,spouse,human,80.0,82.0,5040.0,the chief executive officer of {},the spouse of {},the spouse of the chief executive officer of Reliance Industries Limited is,True,False,True,False,False
403,25572,Q301965,P127,Q201653,P112,Q717038,Sprint Corporation,SoftBank Group,Masayoshi Son,"['Sprint', 'Sprint Communications', 'Sprint Nextel Corporation']","['SoftBank', 'SoftBank Group Corp.']",['Yasumoto Masayoshi'],public company,owned by,public company,founded by,human,80.0,11381.0,1283.0,the owner of {},the founder of {},the founder of the owner of Sprint Corporation is,True,False,True,False,False
610,26055,Q382108,P123,Q193559,P159,Q214164,Team Fortress 2,Valve Corporation,Bellevue,"['TF2', 'Team Fortress 2 - Looking for a Team']","['Valve', 'VALVe', 'Valve Corp.', 'Valve Software', 'Valve, L.L.C.', 'Valve, LLC']","['Bellevue, WA', 'Bellevue, Washington', 'City of Bellevue']",video game,publisher,video game developer,headquarters location,city,18548.0,7616.0,355.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Team Fortress 2 is,True,True,True,False,False
649,26115,Q349375,P123,Q739711,P112,Q323671,Fortnite,Epic Games,Tim Sweeney,['FN'],"['Epic', 'Epic Games Inc.', 'Epic Games, Inc.', 'Epic MegaGames', 'Epic MegaGames, Inc.', 'Potomac Computer Systems']","['Timothy Dean Sweeney', 'Tim Epic']",video game,publisher,video game developer,founded by,human,847.0,14137.0,8681.0,the publisher of {},the founder of {},the founder of the publisher of Fortnite is,True,True,True,False,False
628,26136,Q223341,P123,Q1060165,P740,Q65,League of Legends,Riot Games,Los Angeles,"['League', 'LoL']",['Riot Games Ltd.'],"['L.A', 'L.A.', 'City of Angels', 'Los Angeles, California', 'La La Land', 'LA', 'Los Ángeles', 'Pink City', 'City of Los Angeles', 'Tinsel Town', 'Los Angeles, CA', 'Double Dubuque', 'LA, California', 'The town of Our Lady the Queen of the Angels of the Little Portion']",video game,publisher,video game developer,location of formation,city,5819.0,4113.0,47117.0,the publisher of {},the location of formation of {},the location of formation of the publisher of League of Legends is,True,True,True,False,False
62,26294,Q1986744,P495,Q30,P38,Q4917,The Last of Us,United States of America,United States dollar,"['Last of Us', 'LoU', 'TLoU']","['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['$', 'dollar', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars', 'dollars', 'USD', 'buck', 'American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$']",video game,country of origin,country,currency,currency,3058.0,14137.0,8681.0,the country of origin of {},the currency of {},the currency of the country of origin of The Last of Us is,True,True,True,False,False
402,26341,Q64577191,P123,Q8093,P159,Q34600,The Legend of Zelda: Tears of the Kingdom,Nintendo,Kyoto,"['botw 2', 'sequel of The Legend of Zelda: Breath of the Wild', 'Tears of the Kingdom', 'The Legend of Zelda: Breath of the Wild 2', 'The Legend of Zelda: Breath of the Wild sequel', 'TOTK', 'untitled The Legend of Zelda: Breath of the Wild sequel', 'Zelda Tears of the Kingdom', 'The Legend of Zelda Tears of the Kingdom']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,26855.0,30520.0,14150.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of The Legend of Zelda: Tears of the Kingdom is,True,True,True,False,False
434,26342,Q843131,P123,Q8093,P740,Q17,Super Smash Bros. Brawl,Nintendo,Japan,"['Dairantou Smash Brothers X', 'Smash Brawl', 'Smash Bros. Brawl', 'Smash Brothers Brawl', 'SSBB', 'Super Smash Brawl', 'Super Smash Bros Brawl', 'Super Smash Bros: Brawl', 'Super Smash Bros.: Brawl', 'Super Smash Brothers Brawl', 'Super Smash Brothers: Brawl']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']",video game,publisher,public company,location of formation,country,1025.0,291.0,14137.0,the publisher of {},the location of formation of {},the location of formation of the publisher of Super Smash Bros. Brawl is,True,True,True,False,False
74,26359,Q24514682,P495,Q16,P38,Q1104069,Dead by Daylight,Canada,Canadian dollar,['dbd'],"['CA', 'CAN', 'Dominion of Canada', 'Canada (country)', 'Commonwealth of Canada', 'ISO 3166-1:CA', 'ᑲᓇᑕ']","['$', 'dollar', 'dollars', 'CAD', 'C$', 'CA$']",video game,country of origin,country,currency,currency,13929.0,47117.0,10842.0,the country of origin of {},the currency of {},the currency of the country of origin of Dead by Daylight is,True,True,True,False,False
565,26534,Q108417001,P178,Q830947,P159,Q47034,Alan Wake II,Remedy Entertainment,Espoo,"['AW II', 'AW2', 'Alan Wake 2', 'AW 2', 'AWII']","['Remedy Entertainment Ltd.', 'Remedy Entertainment Oy', 'Remedy Entertainment Oyj', 'Remedy Games']","['Esbo', 'Espoon kaupunki']",video game,developer,video game developer,headquarters location,city,221.0,29.0,10572.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Alan Wake II is,True,True,True,False,False
401,26571,Q54960673,P123,Q8093,P159,Q34600,Fire Emblem: Three Houses,Nintendo,Kyoto,"['Three Houses', 'Fire Emblem 3 Houses', 'Fire Emblem Three Houses', 'Fire Emblem: 3 Houses']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,7.0,7446.0,2066.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Fire Emblem: Three Houses is,True,True,True,False,False
443,26572,Q64566657,P123,Q8093,P159,Q34600,Animal Crossing: New Horizons,Nintendo,Kyoto,"['AC:NH', 'ACNH', 'Animal Crossing New Horizons', 'Animal Crossing NH', 'Animal Crossing Switch', 'Animal Crossing: NH']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,7.0,7446.0,3465.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Animal Crossing: New Horizons is,True,True,True,False,False
642,26653,Q54617566,P123,Q188273,P112,Q3573697,Assassin's Creed Odyssey,Ubisoft,Yves Guillemot,"[""Assassin's Creed: Odyssey""]","['Ubi Soft Entertainment', 'Ubisoft Entertainment']",['Yves Marie Rémy Guillemot'],video game,publisher,video game developer,founded by,human,183.0,14137.0,5379.0,the publisher of {},the founder of {},the founder of the publisher of Assassin's Creed Odyssey is,True,False,True,False,False
596,26690,Q16743064,P123,Q200491,P127,Q344341,Call of Duty: Advanced Warfare,Activision Publishing,Activision Blizzard,"['Advanced Warfare', 'Call of Duty 11', 'COD:AW']","['Activision', 'Activision Inc.', 'Activision Publishing, Inc.']","['Activision Blizzard, Inc.', 'Activision|Blizzard']",video game,publisher,video game developer,owned by,public company,1074.0,14137.0,8681.0,the publisher of {},the owner of {},the owner of the publisher of Call of Duty: Advanced Warfare is,True,True,True,False,False
621,26692,Q108054772,P123,Q200491,P127,Q344341,Call of Duty: Vanguard,Activision Publishing,Activision Blizzard,"['Call of Duty Vanguard', 'Call of Duty: WWII - Vanguard', 'Call of Duty: WWII – Vanguard', 'CoD Vanguard', 'CoD: Vanguard', 'CoD: WWII - Vanguard', 'CoD: WWII – Vanguard']","['Activision', 'Activision Inc.', 'Activision Publishing, Inc.']","['Activision Blizzard, Inc.', 'Activision|Blizzard']",video game,publisher,video game developer,owned by,public company,2266.0,14137.0,8681.0,the publisher of {},the owner of {},the owner of the publisher of Call of Duty: Vanguard is,True,True,True,False,False
650,26748,Q15709637,P123,Q2319420,P159,Q39561,Middle-earth: Shadow of Mordor,Warner Bros. Games,Burbank,['Shadow of Mordor'],"['WBIE', 'Warner Bros. Interactive Entertainment', 'Warner Brothers Interactive Entertainment', 'WB Games']","['Burbank, California', 'Burbank, CA']",video game,publisher,video game developer,headquarters location,city,2040.0,1563.0,406.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Middle-earth: Shadow of Mordor is,True,True,True,False,False
614,26751,Q54906424,P123,Q2414469,P159,Q1490,Sekiro: Shadows Die Twice,FromSoftware,Tokyo,['Sekiro'],"['From Software', 'FromSoftware, Inc.']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,publisher,video game developer,headquarters location,city,5681.0,713.0,363.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Sekiro: Shadows Die Twice is,True,True,True,False,False
