,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
39,26316,Q65059474,P495,Q148,P38,Q39099,Genshin Impact,People's Republic of China,renminbi,['Yuanshen'],"['China', 'China PR', 'CHN', 'cn', 'CN', '🇨🇳', 'Mainland China', 'Chinese', 'PR China', 'PRC', 'RPC', 'Red China', 'Communist China', 'The PRC']","['RMB', '¥', 'yuan', 'Chinese Yuan', 'CNY']",video game,country of origin,country,currency,currency,2610.0,639.0,14137.0,the country of origin of {},the currency of {},the currency of the country of origin of Genshin Impact is,True,True,True,False,False
295,26339,Q843131,P123,Q8093,P159,Q34600,Super Smash Bros. Brawl,Nintendo,Kyoto,"['Dairantou Smash Brothers X', 'Smash Brawl', 'Smash Bros. Brawl', 'Smash Brothers Brawl', 'SSBB', 'Super Smash Brawl', 'Super Smash Bros Brawl', 'Super Smash Bros: Brawl', 'Super Smash Bros.: Brawl', 'Super Smash Brothers Brawl', 'Super Smash Brothers: Brawl']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,26855.0,30520.0,14150.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Super Smash Bros. Brawl is,True,True,True,False,False
80,26576,Q601050,P495,Q17,P38,Q8146,Resident Evil 5,Japan,yen,"['Biohazard 5', 'Resident evil 5']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['¥', 'Japanese yen', 'JPY']",video game,country of origin,country,currency,currency,397.0,47117.0,24833.0,the country of origin of {},the currency of {},the currency of the country of origin of Resident Evil 5 is,True,True,True,False,False
11,26760,Q28234671,P495,Q17,P1304,Q333101,Super Mario Odyssey,Japan,Bank of Japan,['Mario Odyssey'],"['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",video game,country of origin,country,central bank,public company,2870.0,31.0,81.0,the country of origin of {},the central bank of {},the central bank of the country of origin of Super Mario Odyssey is,True,False,True,False,False
343,26891,Q54906424,P178,Q2414469,P159,Q1490,Sekiro: Shadows Die Twice,FromSoftware,Tokyo,['Sekiro'],"['From Software', 'FromSoftware, Inc.']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,developer,video game developer,headquarters location,city,25.0,47117.0,6344.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Sekiro: Shadows Die Twice is,True,True,True,False,False
94,27047,Q20031747,P495,Q30,P38,Q4917,Ark: Survival Evolved,United States of America,United States dollar,['ARK Survival Evolved'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America (United States)', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America']","['$', 'dollar', 'dollars', 'USD', 'buck', 'American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', 'USA dollar', 'USA dollars', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars']",video game,country of origin,country,currency,currency,9940.0,0.0,8.0,the country of origin of {},the currency of {},the currency of the country of origin of Ark: Survival Evolved is,True,True,True,False,False
60,27124,Q794367,P495,Q142,P38,Q4916,Beyond Good & Evil,France,Euro,"['BGE', 'BG&E']","['French Republic', 'FRA', 'fr', 'FR', 'Republic of France', 'the Hexagon']","['EUR', '💶', '€', 'euros']",video game,country of origin,country,currency,currency,7870.0,87.0,65.0,the country of origin of {},the currency of {},the currency of the country of origin of Beyond Good & Evil is,True,True,True,False,False
323,27135,Q4037583,P178,Q219758,P159,Q2096,Dragon Age: Inquisition,BioWare,Edmonton,['DAI'],"['Bio Ware', 'BioWare Austin', 'BioWare Corp', 'BioWare Edmonton']","['City of Edmonton', 'Edmonton, AB', 'Edmonton, Alberta']",video game,developer,video game developer,headquarters location,city,842.0,577.0,5681.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Dragon Age: Inquisition is,True,True,True,False,False
328,27161,Q1166232,P178,Q2414469,P159,Q1490,Dark Souls,FromSoftware,Tokyo,"['DS1', 'Dark Souls 1', 'Dark Souls: Prepare to Die Edition']","['From Software', 'FromSoftware, Inc.']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,developer,video game developer,headquarters location,city,10466.0,797.0,58.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Dark Souls is,True,True,True,False,False
364,27202,Q755186,P178,Q204474,P112,Q280045,Doom II,id Software,John Romero,"['Doom 2', 'Doom II: Hell on Earth']","['id', 'Id Software Inc.', 'Ideas from the Deep']",['Alfonso John Romero'],video game,developer,video game developer,founded by,human,5676.0,161.0,0.0,the developer of {},the founder of {},the founder of the developer of Doom II is,True,False,True,False,False
342,27206,Q755186,P178,Q204474,P800,Q189784,Doom II,id Software,Doom,"['Doom 2', 'Doom II: Hell on Earth']","['id', 'Id Software Inc.', 'Ideas from the Deep']","['DOOM', 'Doom 1', 'Doom 1993']",video game,developer,video game developer,notable work,video game,976.0,12.0,8.0,the developer of {},the most notable work of {},the most notable work of the developer of Doom II is,True,True,True,False,False
368,27257,Q56884780,P178,Q1129295,P127,Q2283,Minecraft Dungeons,Mojang Studios,Microsoft,['Minecraft: Dungeons'],"['Mojang AB', 'Mojang Specifications', 'Mojang']","['MS', 'Micro-Soft', 'Microsoft Corp.', 'Microsoft Corporation', 'MSFT', 'MICROSOFT TECHNOLOGY LICENSING, LLC (Redmond, WA)']",video game,developer,video game developer,owned by,public company,847.0,14137.0,8681.0,the developer of {},the owner of {},the owner of the developer of Minecraft Dungeons is,True,False,True,False,False
332,27491,Q244030,P123,Q178824,P127,Q344341,Diablo III,Blizzard Entertainment,Activision Blizzard,['Diablo 3'],"['Blizzard', 'Blizzard Entertainment Inc.', 'Blizzard Entertainment, Inc.', 'Silicon & Synapse']","['Activision Blizzard, Inc.', 'Activision|Blizzard']",video game,publisher,video game developer,owned by,public company,5878.0,0.0,0.0,the publisher of {},the owner of {},the owner of the publisher of Diablo III is,True,True,True,False,False
348,27674,Q279744,P178,Q193559,P159,Q214164,Half-Life,Valve Corporation,Bellevue,"['HL', 'HL1', 'HλLF-LIFE', 'Half-Life 1']","['Valve', 'VALVe', 'Valve Corp.', 'Valve Software', 'Valve, L.L.C.', 'Valve, LLC']","['Bellevue, WA', 'Bellevue, Washington', 'City of Bellevue']",video game,developer,video game developer,headquarters location,city,4223.0,682.0,6951.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Half-Life is,True,True,True,False,False
326,27682,Q29045915,P178,Q735267,P159,Q214164,Destiny 2,Bungie,Bellevue,['Destiny 2: New Light'],"['Bungie Studios', 'Bungie, Inc.']","['Bellevue, WA', 'Bellevue, Washington', 'City of Bellevue']",video game,developer,video game developer,headquarters location,city,669.0,523.0,396.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Destiny 2 is,True,False,True,False,False
375,28027,Q111828779,P123,Q689093,P127,Q1127887,Disney Dreamlight Valley,Gameloft,Vivendi,"['DDV', 'Dreamlight Valley']","['Gameloft S.A.', 'Gameloft SE']","['Vivendi Universal SA', 'Vivendi (France)', 'Vivendi Films']",video game,publisher,video game developer,owned by,public company,330.0,155.0,54.0,the publisher of {},the owner of {},the owner of the publisher of Disney Dreamlight Valley is,True,False,True,False,False
370,28038,Q15408545,P123,Q7969414,P159,Q1085,Kingdom Come: Deliverance,Warhorse Studios,Prague,['Kingdom Come Deliverance'],['Prague Game Studios'],"['Praha', 'City of Prague', 'Hlavní město Praha']",video game,publisher,video game developer,headquarters location,city,1770.0,1579.0,42.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Kingdom Come: Deliverance is,True,True,True,False,False
45,28064,Q56322867,P495,Q17,P36,Q1490,Dead or Alive 6,Japan,Tokyo,['DOA6'],"['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,country of origin,country,capital,city,8082.0,1857.0,9886.0,the country of origin of {},the capital of {},the capital of the country of origin of Dead or Alive 6 is,True,True,True,False,False
24,28079,Q150146,P495,Q17,P1304,Q333101,Fire Emblem: Shadow Dragon and the Blade of Light,Japan,Bank of Japan,['Fire Emblem: Ankoku Ryū to Hikari no Tsurugi'],"['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",video game,country of origin,country,central bank,public company,82.0,14137.0,5379.0,the country of origin of {},the central bank of {},the central bank of the country of origin of Fire Emblem: Shadow Dragon and the Blade of Light is,True,False,True,False,False
95,28121,Q19383244,P495,Q30,P85,Q44696,Night in the Woods,United States of America,The Star-Spangled Banner,['NITW'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",video game,country of origin,country,anthem,musical work/composition,2536.0,0.0,0.0,the country of origin of {},the national anthem of {},the national anthem of the country of origin of Night in the Woods is,True,True,True,False,False
19,28227,Q24861824,P495,Q17,P36,Q1490,Ys VIII: Lacrimosa of Dana,Japan,Tokyo,"['Ys 8', 'Ys VIII']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,country of origin,country,capital,city,17535.0,2908.0,0.0,the country of origin of {},the capital of {},the capital of the country of origin of Ys VIII: Lacrimosa of Dana is,True,True,True,False,False
22,28233,Q79029510,P495,Q17,P38,Q8146,The Legend of Heroes: Trails into Reverie,Japan,yen,"['Hajimari no Kiseki', 'The Legend of Heroes: Hajimari no Kiseki']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['¥', 'Japanese yen', 'JPY']",video game,country of origin,country,currency,currency,3718.0,427.0,930.0,the country of origin of {},the currency of {},the currency of the country of origin of The Legend of Heroes: Trails into Reverie is,True,True,True,False,False
72,28278,Q28451186,P495,Q30,P38,Q4917,What Remains of Edith Finch,United States of America,United States dollar,"['what remains of edith finch', 'what remains of edith finch video game', 'What Remains of Edith Finch Video Game']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['$', 'dollar', 'dollars', 'USD', 'buck', 'American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars']",video game,country of origin,country,currency,currency,5819.0,47117.0,24833.0,the country of origin of {},the currency of {},the currency of the country of origin of What Remains of Edith Finch is,True,True,True,False,False
291,28371,Q213911,P178,Q8093,P159,Q34600,The Legend of Zelda: Ocarina of Time,Nintendo,Kyoto,"['Ocarina of Time', 'OoT', 'TloZ: OoT', 'Zelda 64', 'Zelda Ocarina of Time', 'Zelda OoT', 'Zelda: Ocarina of Time', 'Zelda: OoT']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,developer,public company,headquarters location,city,797.0,15030.0,3069.0,the developer of {},the headquarters location of {},the headquarters location of the developer of The Legend of Zelda: Ocarina of Time is,True,True,True,False,False
9,28519,Q61831178,P495,Q17,P38,Q8146,Super Mario Maker 2,Japan,yen,"['SMM2', 'Mario Maker 2', 'SMM 2']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['¥', 'Japanese yen', 'JPY']",video game,country of origin,country,currency,currency,5819.0,1857.0,2798.0,the country of origin of {},the currency of {},the currency of the country of origin of Super Mario Maker 2 is,True,True,True,False,False
41,28554,Q66900968,P495,Q17,P1304,Q333101,Yakuza: Like a Dragon,Japan,Bank of Japan,"['Yakuza Like a Dragon', 'Yakuza 7', 'Yakuza 7: Like a Dragon']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",video game,country of origin,country,central bank,public company,2266.0,14137.0,8681.0,the country of origin of {},the central bank of {},the central bank of the country of origin of Yakuza: Like a Dragon is,True,False,True,False,False
30,28555,Q108972095,P495,Q17,P1304,Q333101,Dynasty Warriors Gundam Reborn,Japan,Bank of Japan,"['Dynasty Warriors: Gundam Reborn', 'Shin Gundam Musō']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",video game,country of origin,country,central bank,public company,245.0,14137.0,8681.0,the country of origin of {},the central bank of {},the central bank of the country of origin of Dynasty Warriors Gundam Reborn is,True,False,True,False,False
12,28559,Q1633410,P495,Q30,P38,Q4917,Wasteland 2,United States of America,United States dollar,"[""Wasteland 2: Director's Cut"", ""Wasteland 2：Director's Cut""]","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', 'greenback', '$', 'dollar', 'dollars', 'USD', 'buck', 'American dollar', 'U. S. Dollar', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars']",video game,country of origin,country,currency,currency,2266.0,14137.0,5379.0,the country of origin of {},the currency of {},the currency of the country of origin of Wasteland 2 is,True,True,True,False,False
294,28605,Q61831178,P123,Q8093,P159,Q34600,Super Mario Maker 2,Nintendo,Kyoto,"['SMM2', 'Mario Maker 2', 'SMM 2']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,3548.0,396.0,1081.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Super Mario Maker 2 is,True,True,True,False,False
296,28646,Q854487,P123,Q8093,P159,Q34600,Super Mario Galaxy 2,Nintendo,Kyoto,"['Mario Galaxy 2', 'SMG 2', 'SMG2']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,3193.0,47117.0,24833.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Super Mario Galaxy 2 is,True,True,True,False,False
282,28654,Q28321447,P123,Q8093,P159,Q34600,Mario Kart 8 Deluxe,Nintendo,Kyoto,"['8 Deluxe', 'Mario Kart 8 DX', 'Mario Kart 8: Deluxe', 'MK8 D', 'MK8 DX']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,12151.0,380.0,799.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Mario Kart 8 Deluxe is,True,True,True,False,False
349,28704,Q737103,P178,Q204474,P112,Q92605,Quake II,id Software,John Carmack,['Quake 2'],"['id', 'Id Software Inc.', 'Ideas from the Deep']","['John D. Carmack', 'John D. Carmack II']",video game,developer,video game developer,founded by,human,847.0,0.0,0.0,the developer of {},the founder of {},the founder of the developer of Quake II is,True,False,True,False,False
341,28712,Q20829312,P123,Q217493,P159,Q1754,Stellaris,Paradox Interactive,Stockholm,['ST'],['Paradox Interactive Inc.'],"['Sthlm', 'STHLM']",video game,publisher,video game developer,headquarters location,city,26301.0,347.0,1181.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Stellaris is,True,True,True,False,False
333,29069,Q63385672,P178,Q780528,P159,Q1490,Persona 5 Royal,Atlus,Tokyo,"['Persona 5: Royal', 'Persona 5: The Royal']","['Atlus Co., Ltd.', 'ATLUS. CO., LTD.', 'P-Studio']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,developer,video game developer,headquarters location,city,2595.0,136.0,157.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Persona 5 Royal is,True,True,True,False,False
175,29220,Q58045522,P123,Q23919389,P800,Q21039924,Deltarune,Toby Fox,Undertale,"['Delta Rune', 'DeltaRune']","['Robert Fox', 'Radiation', 'Robert F. Fox']",['UT'],video game,publisher,human,notable work,video game,63.0,5040.0,1437.0,the publisher of {},the most notable work of {},the most notable work of the publisher of Deltarune is,True,True,True,False,False
158,29221,Q58045522,P175,Q23919389,P800,Q21039924,Deltarune,Toby Fox,Undertale,"['Delta Rune', 'DeltaRune']","['Robert Fox', 'Radiation', 'Robert F. Fox']",['UT'],video game,performer,human,notable work,video game,24284.0,10631.0,4560.0,the performer of {},the most notable work of {},the most notable work of the performer of Deltarune is,True,True,True,False,False
355,29282,Q3702740,P178,Q2414469,P159,Q1490,Dark Souls II,FromSoftware,Tokyo,"['DS2', 'Dark Souls 2', 'Dark souls ii']","['From Software', 'FromSoftware, Inc.']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,developer,video game developer,headquarters location,city,10466.0,574.0,23908.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Dark Souls II is,True,True,True,False,False
208,29292,Q911226,P86,Q312327,P27,Q17,Final Fantasy IV,Nobuo Uematsu,Japan,"['FF2', 'FF4', 'FFII', 'FFIV', 'Final Fantasy 2', 'Final Fantasy 4', 'Final Fantasy II']",['Uematsu Nobuo'],"['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']",video game,composer,human,country of citizenship,country,1416.0,16636.0,1649.0,the composer of {},the country of citizenship of {},the country of citizenship of the composer of Final Fantasy IV is,True,True,True,False,False
299,29298,Q1506526,P123,Q8093,P159,Q34600,New Super Mario Bros. U,Nintendo,Kyoto,['NSMBU'],"['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,7.0,7446.0,3465.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of New Super Mario Bros. U is,True,True,True,False,False
285,29299,Q13427106,P123,Q8093,P159,Q34600,Mario Kart 8,Nintendo,Kyoto,"['Mario Kart U', 'Mario Kart Wii U', 'MK 8', 'MK8']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,7.0,7446.0,643.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Mario Kart 8 is,True,True,True,False,False
16,29353,Q223381,P495,Q17,P38,Q8146,Final Fantasy X,Japan,yen,"['FFX', 'FF10', 'Final Fantasy 10']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['¥', 'Japanese yen', 'JPY']",video game,country of origin,country,currency,currency,5878.0,0.0,28.0,the country of origin of {},the currency of {},the currency of the country of origin of Final Fantasy X is,True,True,True,False,False
7,29367,Q1506526,P495,Q17,P1304,Q333101,New Super Mario Bros. U,Japan,Bank of Japan,['NSMBU'],"['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",video game,country of origin,country,central bank,public company,18548.0,5619.0,311.0,the country of origin of {},the central bank of {},the central bank of the country of origin of New Super Mario Bros. U is,True,False,True,False,False
288,29388,Q526350,P123,Q173941,P495,Q30,Mirror's Edge,Electronic Arts,United States of America,['Takedown'],"['EA', 'EA Games', 'Electronic Arts Inc.', 'Electronic Arts, Inc.']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",video game,publisher,public company,country of origin,country,1250.0,5040.0,953.0,the publisher of {},the country of origin of {},the country of origin of the publisher of Mirror's Edge is,True,True,True,False,False
40,29647,Q1050284,P495,Q17,P38,Q8146,Resident Evil – Code: Veronica,Japan,yen,"['Code: Veronica', 'Resident Evil - Code: Veronica', 'Resident Evil Code: Veronica', 'Resident Evil: Code Veronica']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['¥', 'Japanese yen', 'JPY']",video game,country of origin,country,currency,currency,26855.0,2612.0,1467.0,the country of origin of {},the currency of {},the currency of the country of origin of Resident Evil – Code: Veronica is,True,True,True,False,False
214,29783,Q1195150,P57,Q1906721,P27,Q17,Super Smash Bros. for Nintendo 3DS and Wii U,Masahiro Sakurai,Japan,"['SSB4', 'Sm4sh', 'Smash 4', 'Super Smash Bros. 4', 'Super Smash Bros. for Nintendo 3DS\xa0and Super Smash Bros. for Wii U']","['Sakurai', 'Masa Sakurai']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']",video game,director,human,country of citizenship,country,1416.0,16636.0,25766.0,the director of {},the country of citizenship of {},the country of citizenship of the director of Super Smash Bros. for Nintendo 3DS and Wii U is,True,True,True,False,False
325,29795,Q110619297,P178,Q45700,P159,Q1490,Yu-Gi-Oh! Master Duel,Konami,Tokyo,"['Yu-Gi-Oh ! Master Duel', 'Yu-Gi-Oh Master Duel']","['Konami Holdings Corporation', 'Konica Enix']","['Tokio', 'Tokyo, Japan', 'Tokei', 'Tokyo Prefecture', 'Tôkyô', 'Tōkyō', 'Tokyo (Japan)', 'Tokyo Metropolis', 'Tokyo Metropolitan prefecture', 'Tokyo-to', 'Tôkyô-to', 'Tōkyō-to']",video game,developer,video game developer,headquarters location,city,26855.0,2612.0,1903.0,the developer of {},the headquarters location of {},the headquarters location of the developer of Yu-Gi-Oh! Master Duel is,True,True,True,False,False
286,29808,Q1195150,P123,Q8093,P159,Q34600,Super Smash Bros. for Nintendo 3DS and Wii U,Nintendo,Kyoto,"['SSB4', 'Sm4sh', 'Smash 4', 'Super Smash Bros. 4', 'Super Smash Bros. for Nintendo 3DS\xa0and Super Smash Bros. for Wii U']","['Big N', 'Nintendo Co.', 'Nintendo Co., Ltd.', 'Nintendō Kabushiki gaisha', 'Nintendo Koppai', 'Nintendo Playing Card Co.']","['Kyōto', 'Kyoto City', 'Meaco', 'Meacum']",video game,publisher,public company,headquarters location,city,3718.0,47117.0,10842.0,the publisher of {},the headquarters location of {},the headquarters location of the publisher of Super Smash Bros. for Nintendo 3DS and Wii U is,True,True,True,False,False
