,task,id,correct,model,e1_popularity,e2_popularity,e3_popularity
603,one_hop_b,12032,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,3932.0,3108.0
604,one_hop_b,14035,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,66.0,740.0
605,one_hop_b,15703,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9639.0,23908.0,1439.0
606,one_hop_b,19072,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2040.0,34.0,13.0
607,one_hop_b,1910,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3902.0,771.0,7512.0
608,one_hop_b,20839,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3.0,2084.0,4978.0
609,one_hop_b,22100,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,330.0,155.0,54.0
610,one_hop_b,2690,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,976.0,12.0,8.0
611,one_hop_b,2745,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1714.0,90.0,14797.0
612,one_hop_b,27477,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,18548.0,1601.0,1.0
613,one_hop_b,32530,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,15592.0,3299.0,2950.0
614,one_hop_b,33077,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1029.0,7381.0,5379.0
615,one_hop_b,3321,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6388.0,47117.0,24833.0
616,one_hop_b,33484,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,8164.0,12378.0,3432.0
617,one_hop_b,36767,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,167.0,18.0,10572.0
618,one_hop_b,37150,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6951.0,354.0,24.0
619,one_hop_b,38051,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,18548.0,1601.0,1.0
620,one_hop_b,43010,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,14.0,14137.0,8681.0
621,one_hop_b,43883,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,164.0,10572.0,669.0
622,one_hop_b,45459,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9454.0,12555.0,14846.0
623,one_hop_b,45966,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,170.0,2755.0,392.0
624,one_hop_b,47072,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2610.0,781.0,29.0
625,one_hop_b,47185,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1303.0,10572.0,5469.0
626,one_hop_b,47406,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,117.0,2517.0,121.0
627,one_hop_b,48029,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,117.0,7029.0,238.0
628,one_hop_b,4861,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,34189.0,6140.0,171.0
629,one_hop_b,48753,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3080.0,14386.0,988.0
630,one_hop_b,49635,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3466.0,33574.0,3675.0
631,one_hop_b,51542,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,7.0,12018.0,1918.0
632,one_hop_b,5436,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26301.0,1599.0,1742.0
633,one_hop_b,55684,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3100.0,678.0,5739.0
634,one_hop_b,56234,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,15.0,26.0,4885.0
635,one_hop_b,57304,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,92.0,35.0,1115.0
636,one_hop_b,58396,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,4764.0,180.0
637,one_hop_b,59715,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,38.0,1805.0,4885.0
638,one_hop_b,60185,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,230.0,3539.0,3830.0
639,one_hop_b,60191,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6.0,3100.0,140.0
640,one_hop_b,64282,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,440.0,502.0,120.0
641,one_hop_b,65153,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,28.0,96.0,21.0
642,one_hop_b,66504,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,2.0,0.0
643,one_hop_b,67156,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,29.0,2151.0,340.0
644,one_hop_b,69371,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,163.0,0.0
645,one_hop_b,76339,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,20.0,19.0,60.0
646,one_hop_b,76484,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1381.0,42.0,2.0
647,one_hop_b,78580,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,24.0,25.0
648,one_hop_b,81963,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,329.0,341.0,119.0
649,one_hop_b,8425,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,5819.0,1336.0,47117.0
650,two_hop_no_cot,10299,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,482.0,14137.0,8681.0
651,two_hop_no_cot,11472,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,66.0,740.0
652,two_hop_no_cot,11930,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,996.0,10297.0,5379.0
653,two_hop_no_cot,12032,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,3932.0,3108.0
654,two_hop_no_cot,14035,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,66.0,740.0
655,two_hop_no_cot,15703,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9639.0,23908.0,1439.0
656,two_hop_no_cot,19072,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2040.0,34.0,13.0
657,two_hop_no_cot,1910,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3902.0,771.0,7512.0
658,two_hop_no_cot,20839,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3.0,2084.0,4978.0
659,two_hop_no_cot,22100,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,330.0,155.0,54.0
660,two_hop_no_cot,2690,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,976.0,12.0,8.0
661,two_hop_no_cot,2745,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1714.0,90.0,14797.0
662,two_hop_no_cot,27477,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,18548.0,1601.0,1.0
663,two_hop_no_cot,32530,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,15592.0,3299.0,2950.0
664,two_hop_no_cot,33077,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1029.0,7381.0,5379.0
665,two_hop_no_cot,3321,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6388.0,47117.0,24833.0
666,two_hop_no_cot,33484,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,8164.0,12378.0,3432.0
667,two_hop_no_cot,36767,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,167.0,18.0,10572.0
668,two_hop_no_cot,37150,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6951.0,354.0,24.0
669,two_hop_no_cot,38051,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,18548.0,1601.0,1.0
670,two_hop_no_cot,43010,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,14.0,14137.0,8681.0
671,two_hop_no_cot,43883,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,164.0,10572.0,669.0
672,two_hop_no_cot,45459,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9454.0,12555.0,14846.0
673,two_hop_no_cot,45966,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,170.0,2755.0,392.0
674,two_hop_no_cot,47072,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2610.0,781.0,29.0
675,two_hop_no_cot,47185,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1303.0,10572.0,5469.0
676,two_hop_no_cot,47406,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,117.0,2517.0,121.0
677,two_hop_no_cot,48029,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,117.0,7029.0,238.0
678,two_hop_no_cot,4861,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,34189.0,6140.0,171.0
679,two_hop_no_cot,48753,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3080.0,14386.0,988.0
680,two_hop_no_cot,49635,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3466.0,33574.0,3675.0
681,two_hop_no_cot,51542,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,7.0,12018.0,1918.0
682,two_hop_no_cot,5436,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26301.0,1599.0,1742.0
683,two_hop_no_cot,55684,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3100.0,678.0,5739.0
684,two_hop_no_cot,56234,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,15.0,26.0,4885.0
685,two_hop_no_cot,57304,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,92.0,35.0,1115.0
686,two_hop_no_cot,58396,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,4764.0,180.0
687,two_hop_no_cot,59715,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,38.0,1805.0,4885.0
688,two_hop_no_cot,60185,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,230.0,3539.0,3830.0
689,two_hop_no_cot,60191,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6.0,3100.0,140.0
690,two_hop_no_cot,64282,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,440.0,502.0,120.0
691,two_hop_no_cot,65153,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,28.0,96.0,21.0
692,two_hop_no_cot,66504,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,2.0,0.0
693,two_hop_no_cot,67156,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,29.0,2151.0,340.0
694,two_hop_no_cot,69371,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,163.0,0.0
695,two_hop_no_cot,76339,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,20.0,19.0,60.0
696,two_hop_no_cot,76484,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1381.0,42.0,2.0
697,two_hop_no_cot,78580,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,24.0,25.0
698,two_hop_no_cot,81963,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,329.0,341.0,119.0
699,two_hop_no_cot,8425,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,5819.0,1336.0,47117.0
700,two_hop_no_cot,10299,False,claude-3-opus-20240229,482.0,14137.0,8681.0
701,two_hop_no_cot,11472,False,claude-3-opus-20240229,26855.0,66.0,740.0
702,two_hop_no_cot,11930,False,claude-3-opus-20240229,996.0,10297.0,5379.0
703,two_hop_no_cot,12032,False,claude-3-opus-20240229,26855.0,3932.0,3108.0
704,two_hop_no_cot,14035,True,claude-3-opus-20240229,26855.0,66.0,740.0
705,two_hop_no_cot,15703,False,claude-3-opus-20240229,9639.0,23908.0,1439.0
706,two_hop_no_cot,19072,True,claude-3-opus-20240229,2040.0,34.0,13.0
707,two_hop_no_cot,1910,False,claude-3-opus-20240229,3902.0,771.0,7512.0
708,two_hop_no_cot,20839,True,claude-3-opus-20240229,3.0,2084.0,4978.0
709,two_hop_no_cot,22100,False,claude-3-opus-20240229,330.0,155.0,54.0
710,two_hop_no_cot,2690,True,claude-3-opus-20240229,976.0,12.0,8.0
711,two_hop_no_cot,2745,True,claude-3-opus-20240229,1714.0,90.0,14797.0
712,two_hop_no_cot,27477,False,claude-3-opus-20240229,18548.0,1601.0,1.0
713,two_hop_no_cot,32530,False,claude-3-opus-20240229,15592.0,3299.0,2950.0
714,two_hop_no_cot,33077,False,claude-3-opus-20240229,1029.0,7381.0,5379.0
715,two_hop_no_cot,3321,True,claude-3-opus-20240229,6388.0,47117.0,24833.0
716,two_hop_no_cot,33484,False,claude-3-opus-20240229,8164.0,12378.0,3432.0
717,two_hop_no_cot,36767,False,claude-3-opus-20240229,167.0,18.0,10572.0
718,two_hop_no_cot,37150,True,claude-3-opus-20240229,6951.0,354.0,24.0
719,two_hop_no_cot,38051,False,claude-3-opus-20240229,18548.0,1601.0,1.0
720,two_hop_no_cot,43010,True,claude-3-opus-20240229,14.0,14137.0,8681.0
721,two_hop_no_cot,43883,False,claude-3-opus-20240229,164.0,10572.0,669.0
722,two_hop_no_cot,45459,False,claude-3-opus-20240229,9454.0,12555.0,14846.0
723,two_hop_no_cot,45966,False,claude-3-opus-20240229,170.0,2755.0,392.0
724,two_hop_no_cot,47072,False,claude-3-opus-20240229,2610.0,781.0,29.0
725,two_hop_no_cot,47185,True,claude-3-opus-20240229,1303.0,10572.0,5469.0
726,two_hop_no_cot,47406,True,claude-3-opus-20240229,117.0,2517.0,121.0
727,two_hop_no_cot,48029,True,claude-3-opus-20240229,117.0,7029.0,238.0
728,two_hop_no_cot,4861,False,claude-3-opus-20240229,34189.0,6140.0,171.0
729,two_hop_no_cot,48753,False,claude-3-opus-20240229,3080.0,14386.0,988.0
730,two_hop_no_cot,49635,True,claude-3-opus-20240229,3466.0,33574.0,3675.0
731,two_hop_no_cot,51542,True,claude-3-opus-20240229,7.0,12018.0,1918.0
732,two_hop_no_cot,5436,False,claude-3-opus-20240229,26301.0,1599.0,1742.0
733,two_hop_no_cot,55684,False,claude-3-opus-20240229,3100.0,678.0,5739.0
734,two_hop_no_cot,56234,False,claude-3-opus-20240229,15.0,26.0,4885.0
735,two_hop_no_cot,57304,False,claude-3-opus-20240229,92.0,35.0,1115.0
736,two_hop_no_cot,58396,True,claude-3-opus-20240229,0.0,4764.0,180.0
737,two_hop_no_cot,59715,False,claude-3-opus-20240229,38.0,1805.0,4885.0
738,two_hop_no_cot,60185,True,claude-3-opus-20240229,230.0,3539.0,3830.0
739,two_hop_no_cot,60191,False,claude-3-opus-20240229,6.0,3100.0,140.0
740,two_hop_no_cot,64282,False,claude-3-opus-20240229,440.0,502.0,120.0
741,two_hop_no_cot,65153,False,claude-3-opus-20240229,28.0,96.0,21.0
742,two_hop_no_cot,66504,False,claude-3-opus-20240229,0.0,2.0,0.0
743,two_hop_no_cot,67156,False,claude-3-opus-20240229,29.0,2151.0,340.0
744,two_hop_no_cot,69371,False,claude-3-opus-20240229,0.0,163.0,0.0
745,two_hop_no_cot,76339,False,claude-3-opus-20240229,20.0,19.0,60.0
746,two_hop_no_cot,76484,False,claude-3-opus-20240229,1381.0,42.0,2.0
747,two_hop_no_cot,78580,False,claude-3-opus-20240229,0.0,24.0,25.0
748,two_hop_no_cot,81963,True,claude-3-opus-20240229,329.0,341.0,119.0
749,two_hop_no_cot,8425,False,claude-3-opus-20240229,5819.0,1336.0,47117.0
750,two_hop_no_cot,10299,False,claude-3-haiku-20240307,482.0,14137.0,8681.0
751,two_hop_no_cot,11472,False,claude-3-haiku-20240307,26855.0,66.0,740.0
752,two_hop_no_cot,11930,False,claude-3-haiku-20240307,996.0,10297.0,5379.0
753,two_hop_no_cot,12032,False,claude-3-haiku-20240307,26855.0,3932.0,3108.0
754,two_hop_no_cot,14035,False,claude-3-haiku-20240307,26855.0,66.0,740.0
755,two_hop_no_cot,15703,False,claude-3-haiku-20240307,9639.0,23908.0,1439.0
756,two_hop_no_cot,19072,False,claude-3-haiku-20240307,2040.0,34.0,13.0
757,two_hop_no_cot,1910,False,claude-3-haiku-20240307,3902.0,771.0,7512.0
758,two_hop_no_cot,20839,False,claude-3-haiku-20240307,3.0,2084.0,4978.0
759,two_hop_no_cot,22100,False,claude-3-haiku-20240307,330.0,155.0,54.0
760,two_hop_no_cot,2690,True,claude-3-haiku-20240307,976.0,12.0,8.0
761,two_hop_no_cot,2745,True,claude-3-haiku-20240307,1714.0,90.0,14797.0
762,two_hop_no_cot,27477,False,claude-3-haiku-20240307,18548.0,1601.0,1.0
763,two_hop_no_cot,32530,False,claude-3-haiku-20240307,15592.0,3299.0,2950.0
764,two_hop_no_cot,33077,False,claude-3-haiku-20240307,1029.0,7381.0,5379.0
765,two_hop_no_cot,3321,False,claude-3-haiku-20240307,6388.0,47117.0,24833.0
766,two_hop_no_cot,33484,False,claude-3-haiku-20240307,8164.0,12378.0,3432.0
767,two_hop_no_cot,36767,False,claude-3-haiku-20240307,167.0,18.0,10572.0
768,two_hop_no_cot,37150,True,claude-3-haiku-20240307,6951.0,354.0,24.0
769,two_hop_no_cot,38051,False,claude-3-haiku-20240307,18548.0,1601.0,1.0
770,two_hop_no_cot,43010,False,claude-3-haiku-20240307,14.0,14137.0,8681.0
771,two_hop_no_cot,43883,False,claude-3-haiku-20240307,164.0,10572.0,669.0
772,two_hop_no_cot,45459,False,claude-3-haiku-20240307,9454.0,12555.0,14846.0
773,two_hop_no_cot,45966,False,claude-3-haiku-20240307,170.0,2755.0,392.0
774,two_hop_no_cot,47072,False,claude-3-haiku-20240307,2610.0,781.0,29.0
775,two_hop_no_cot,47185,True,claude-3-haiku-20240307,1303.0,10572.0,5469.0
776,two_hop_no_cot,47406,True,claude-3-haiku-20240307,117.0,2517.0,121.0
777,two_hop_no_cot,48029,False,claude-3-haiku-20240307,117.0,7029.0,238.0
778,two_hop_no_cot,4861,False,claude-3-haiku-20240307,34189.0,6140.0,171.0
779,two_hop_no_cot,48753,False,claude-3-haiku-20240307,3080.0,14386.0,988.0
780,two_hop_no_cot,49635,False,claude-3-haiku-20240307,3466.0,33574.0,3675.0
781,two_hop_no_cot,51542,False,claude-3-haiku-20240307,7.0,12018.0,1918.0
782,two_hop_no_cot,5436,False,claude-3-haiku-20240307,26301.0,1599.0,1742.0
783,two_hop_no_cot,55684,False,claude-3-haiku-20240307,3100.0,678.0,5739.0
784,two_hop_no_cot,56234,False,claude-3-haiku-20240307,15.0,26.0,4885.0
785,two_hop_no_cot,57304,False,claude-3-haiku-20240307,92.0,35.0,1115.0
786,two_hop_no_cot,58396,False,claude-3-haiku-20240307,0.0,4764.0,180.0
787,two_hop_no_cot,59715,False,claude-3-haiku-20240307,38.0,1805.0,4885.0
788,two_hop_no_cot,60185,True,claude-3-haiku-20240307,230.0,3539.0,3830.0
789,two_hop_no_cot,60191,False,claude-3-haiku-20240307,6.0,3100.0,140.0
790,two_hop_no_cot,64282,False,claude-3-haiku-20240307,440.0,502.0,120.0
791,two_hop_no_cot,65153,False,claude-3-haiku-20240307,28.0,96.0,21.0
792,two_hop_no_cot,66504,False,claude-3-haiku-20240307,0.0,2.0,0.0
793,two_hop_no_cot,67156,False,claude-3-haiku-20240307,29.0,2151.0,340.0
794,two_hop_no_cot,69371,False,claude-3-haiku-20240307,0.0,163.0,0.0
795,two_hop_no_cot,76339,False,claude-3-haiku-20240307,20.0,19.0,60.0
796,two_hop_no_cot,76484,False,claude-3-haiku-20240307,1381.0,42.0,2.0
797,two_hop_no_cot,78580,False,claude-3-haiku-20240307,0.0,24.0,25.0
798,two_hop_no_cot,81963,True,claude-3-haiku-20240307,329.0,341.0,119.0
799,two_hop_no_cot,8425,False,claude-3-haiku-20240307,5819.0,1336.0,47117.0
800,two_hop_no_cot,10299,False,claude-3-sonnet-20240229,482.0,14137.0,8681.0
801,two_hop_no_cot,11472,False,claude-3-sonnet-20240229,26855.0,66.0,740.0
802,two_hop_no_cot,11930,False,claude-3-sonnet-20240229,996.0,10297.0,5379.0
803,two_hop_no_cot,12032,False,claude-3-sonnet-20240229,26855.0,3932.0,3108.0
804,two_hop_no_cot,14035,False,claude-3-sonnet-20240229,26855.0,66.0,740.0
805,two_hop_no_cot,15703,False,claude-3-sonnet-20240229,9639.0,23908.0,1439.0
806,two_hop_no_cot,19072,True,claude-3-sonnet-20240229,2040.0,34.0,13.0
807,two_hop_no_cot,1910,False,claude-3-sonnet-20240229,3902.0,771.0,7512.0
808,two_hop_no_cot,20839,False,claude-3-sonnet-20240229,3.0,2084.0,4978.0
809,two_hop_no_cot,22100,False,claude-3-sonnet-20240229,330.0,155.0,54.0
810,two_hop_no_cot,2690,True,claude-3-sonnet-20240229,976.0,12.0,8.0
811,two_hop_no_cot,2745,True,claude-3-sonnet-20240229,1714.0,90.0,14797.0
812,two_hop_no_cot,27477,False,claude-3-sonnet-20240229,18548.0,1601.0,1.0
813,two_hop_no_cot,32530,True,claude-3-sonnet-20240229,15592.0,3299.0,2950.0
814,two_hop_no_cot,33077,False,claude-3-sonnet-20240229,1029.0,7381.0,5379.0
815,two_hop_no_cot,3321,False,claude-3-sonnet-20240229,6388.0,47117.0,24833.0
816,two_hop_no_cot,33484,False,claude-3-sonnet-20240229,8164.0,12378.0,3432.0
817,two_hop_no_cot,36767,False,claude-3-sonnet-20240229,167.0,18.0,10572.0
818,two_hop_no_cot,37150,True,claude-3-sonnet-20240229,6951.0,354.0,24.0
819,two_hop_no_cot,38051,False,claude-3-sonnet-20240229,18548.0,1601.0,1.0
820,two_hop_no_cot,43010,False,claude-3-sonnet-20240229,14.0,14137.0,8681.0
821,two_hop_no_cot,43883,False,claude-3-sonnet-20240229,164.0,10572.0,669.0
822,two_hop_no_cot,45459,False,claude-3-sonnet-20240229,9454.0,12555.0,14846.0
823,two_hop_no_cot,45966,False,claude-3-sonnet-20240229,170.0,2755.0,392.0
824,two_hop_no_cot,47072,False,claude-3-sonnet-20240229,2610.0,781.0,29.0
825,two_hop_no_cot,47185,False,claude-3-sonnet-20240229,1303.0,10572.0,5469.0
826,two_hop_no_cot,47406,True,claude-3-sonnet-20240229,117.0,2517.0,121.0
827,two_hop_no_cot,48029,False,claude-3-sonnet-20240229,117.0,7029.0,238.0
828,two_hop_no_cot,4861,False,claude-3-sonnet-20240229,34189.0,6140.0,171.0
829,two_hop_no_cot,48753,False,claude-3-sonnet-20240229,3080.0,14386.0,988.0
830,two_hop_no_cot,49635,True,claude-3-sonnet-20240229,3466.0,33574.0,3675.0
831,two_hop_no_cot,51542,False,claude-3-sonnet-20240229,7.0,12018.0,1918.0
832,two_hop_no_cot,5436,False,claude-3-sonnet-20240229,26301.0,1599.0,1742.0
833,two_hop_no_cot,55684,False,claude-3-sonnet-20240229,3100.0,678.0,5739.0
834,two_hop_no_cot,56234,False,claude-3-sonnet-20240229,15.0,26.0,4885.0
835,two_hop_no_cot,57304,False,claude-3-sonnet-20240229,92.0,35.0,1115.0
836,two_hop_no_cot,58396,False,claude-3-sonnet-20240229,0.0,4764.0,180.0
837,two_hop_no_cot,59715,True,claude-3-sonnet-20240229,38.0,1805.0,4885.0
838,two_hop_no_cot,60185,True,claude-3-sonnet-20240229,230.0,3539.0,3830.0
839,two_hop_no_cot,60191,False,claude-3-sonnet-20240229,6.0,3100.0,140.0
840,two_hop_no_cot,64282,False,claude-3-sonnet-20240229,440.0,502.0,120.0
841,two_hop_no_cot,65153,False,claude-3-sonnet-20240229,28.0,96.0,21.0
842,two_hop_no_cot,66504,False,claude-3-sonnet-20240229,0.0,2.0,0.0
843,two_hop_no_cot,67156,False,claude-3-sonnet-20240229,29.0,2151.0,340.0
844,two_hop_no_cot,69371,False,claude-3-sonnet-20240229,0.0,163.0,0.0
845,two_hop_no_cot,76339,False,claude-3-sonnet-20240229,20.0,19.0,60.0
846,two_hop_no_cot,76484,False,claude-3-sonnet-20240229,1381.0,42.0,2.0
847,two_hop_no_cot,78580,False,claude-3-sonnet-20240229,0.0,24.0,25.0
848,two_hop_no_cot,81963,True,claude-3-sonnet-20240229,329.0,341.0,119.0
849,two_hop_no_cot,8425,False,claude-3-sonnet-20240229,5819.0,1336.0,47117.0
850,one_hop_a,10299,True,gpt-4o-mini-2024-07-18,482.0,14137.0,8681.0
851,one_hop_a,11472,True,gpt-4o-mini-2024-07-18,26855.0,66.0,740.0
852,one_hop_a,11930,True,gpt-4o-mini-2024-07-18,996.0,10297.0,5379.0
853,one_hop_a,12032,True,gpt-4o-mini-2024-07-18,26855.0,3932.0,3108.0
854,one_hop_a,14035,False,gpt-4o-mini-2024-07-18,26855.0,66.0,740.0
855,one_hop_a,15703,True,gpt-4o-mini-2024-07-18,9639.0,23908.0,1439.0
856,one_hop_a,19072,False,gpt-4o-mini-2024-07-18,2040.0,34.0,13.0
857,one_hop_a,1910,False,gpt-4o-mini-2024-07-18,3902.0,771.0,7512.0
858,one_hop_a,20839,True,gpt-4o-mini-2024-07-18,3.0,2084.0,4978.0
859,one_hop_a,22100,True,gpt-4o-mini-2024-07-18,330.0,155.0,54.0
860,one_hop_a,2690,True,gpt-4o-mini-2024-07-18,976.0,12.0,8.0
861,one_hop_a,2745,True,gpt-4o-mini-2024-07-18,1714.0,90.0,14797.0
862,one_hop_a,27477,False,gpt-4o-mini-2024-07-18,18548.0,1601.0,1.0
863,one_hop_a,32530,True,gpt-4o-mini-2024-07-18,15592.0,3299.0,2950.0
864,one_hop_a,33077,False,gpt-4o-mini-2024-07-18,1029.0,7381.0,5379.0
865,one_hop_a,3321,True,gpt-4o-mini-2024-07-18,6388.0,47117.0,24833.0
866,one_hop_a,33484,False,gpt-4o-mini-2024-07-18,8164.0,12378.0,3432.0
867,one_hop_a,36767,True,gpt-4o-mini-2024-07-18,167.0,18.0,10572.0
868,one_hop_a,37150,True,gpt-4o-mini-2024-07-18,6951.0,354.0,24.0
869,one_hop_a,38051,True,gpt-4o-mini-2024-07-18,18548.0,1601.0,1.0
870,one_hop_a,43010,True,gpt-4o-mini-2024-07-18,14.0,14137.0,8681.0
871,one_hop_a,43883,False,gpt-4o-mini-2024-07-18,164.0,10572.0,669.0
872,one_hop_a,45459,False,gpt-4o-mini-2024-07-18,9454.0,12555.0,14846.0
873,one_hop_a,45966,False,gpt-4o-mini-2024-07-18,170.0,2755.0,392.0
874,one_hop_a,47072,False,gpt-4o-mini-2024-07-18,2610.0,781.0,29.0
875,one_hop_a,47185,True,gpt-4o-mini-2024-07-18,1303.0,10572.0,5469.0
876,one_hop_a,47406,True,gpt-4o-mini-2024-07-18,117.0,2517.0,121.0
877,one_hop_a,48029,True,gpt-4o-mini-2024-07-18,117.0,7029.0,238.0
878,one_hop_a,4861,False,gpt-4o-mini-2024-07-18,34189.0,6140.0,171.0
879,one_hop_a,48753,True,gpt-4o-mini-2024-07-18,3080.0,14386.0,988.0
880,one_hop_a,49635,True,gpt-4o-mini-2024-07-18,3466.0,33574.0,3675.0
881,one_hop_a,51542,True,gpt-4o-mini-2024-07-18,7.0,12018.0,1918.0
882,one_hop_a,5436,False,gpt-4o-mini-2024-07-18,26301.0,1599.0,1742.0
883,one_hop_a,55684,False,gpt-4o-mini-2024-07-18,3100.0,678.0,5739.0
884,one_hop_a,56234,True,gpt-4o-mini-2024-07-18,15.0,26.0,4885.0
