model,id,one_hop_a,one_hop_b,two_hop_cot,two_hop_no_cot,two_hop_no_cot_baseline1,two_hop_no_cot_baseline2,two_hop_with_facts_in_context,both_1hops_correct,two_hop_also_correct,two_hop_also_correct_corrected
meta-llama/Llama-3.2-3B-Instruct-Turbo,33484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,33695,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,34365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,35845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,36767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,36769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,37150,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,38051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,38587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,41322,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,41433,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,41969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,43010,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,43824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,43883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,44687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,44735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,45422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,45459,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,45966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,46257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,46281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,46554,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,46774,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,46917,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,47015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,47072,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,47079,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,47185,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,47406,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,47636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,48029,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,48753,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,48924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,49635,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,50870,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,51542,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,51900,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,52501,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,52743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,52798,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,54499,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,54663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,55275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,55684,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,55763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,56228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,56234,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,57304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,58396,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,58655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,59125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,59715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,59733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,60031,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-3B-Instruct-Turbo,60185,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,60191,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,60366,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,60725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,61279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,62923,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,63805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,64183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,64282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,64901,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,65153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,66229,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,66504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,67156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,67645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,68079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,68368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,69268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,69371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,69827,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,70049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,70122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,70599,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,72384,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-3B-Instruct-Turbo,72641,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,72839,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,74484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,75076,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,75296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,75871,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,76339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,76484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,78580,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,79546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,79580,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,79950,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,80415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,80963,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,81744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-3B-Instruct-Turbo,81963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,1229,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,1910,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,2690,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,2745,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,3321,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,3570,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,4844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,4861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,5436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,6849,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,7449,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,8425,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,9462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,10075,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,10299,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,10507,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,10858,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,11472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,11820,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,11930,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,12032,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,13177,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,13331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,13615,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,14035,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,14043,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,15173,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,15183,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,15703,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,16127,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,16811,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,19072,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,19458,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,19628,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,19859,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,20839,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,21239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,22100,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,22180,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,22623,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,22962,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,24537,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,25290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,25790,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,26052,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,26201,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,26822,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,27477,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,27504,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,31043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,31692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,32362,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,32530,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,32760,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,33077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,33484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,33695,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,34365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,35845,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,36767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,36769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,37150,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,38051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,38587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,41322,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,41433,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,41969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,43010,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,43824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,43883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,44687,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,44735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,45422,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,45459,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,45966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,46257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,46281,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,46554,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,46774,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,46917,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,47015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,47072,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,47079,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,47185,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,47406,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,47636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,48029,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,48753,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,48924,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,49635,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,50870,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,51542,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,51900,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,52501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,52743,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,52798,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,54499,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,54663,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,55275,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,55684,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,55763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,56228,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,56234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,57304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,58396,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,58655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,59125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,59715,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,59733,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,60031,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,60185,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,60191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,60366,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0
meta-llama/Llama-3.2-90B-Vision-Instruct-Turbo,60725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0
